entry	name	class	displayed	equipmentset	level	qualty	requiredlevel	stackable	maxdurability	inventorytype	sockettype	allowableclass	useable	sellprice	damage	defense	states	spellid	spellcategory	spellcooldown	bonding	maxsoket	scriptname	questid	baserepaired	overdue_type	overdue_args	overdue_transform	enchant_ext
12500241	天华之盾	24	1100402	0	50	4	{50,100}	1	100	8	[]	3	0	200	{0,0,0}	{84,84,84}	[{magicpower,19},{rangepower,19},{meleepower,19},{hpmax,150},{toughness,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500280	封印·天华之盾	24	1100402	0	50	3	{50,100}	1	100	8	[]	3	0	150	{0,0,0}	{68,68,68}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500281	封印·天华之盾	24	1100402	0	50	3	{50,100}	1	100	8	[]	3	0	150	{0,0,0}	{68,68,68}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12500330	御山之弓	1	1100403	0	50	3	{50,100}	1	100	7	[]	2	0	150	{0,74,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12500331	御山之弓	1	1100403	0	50	3	{50,100}	1	100	7	[]	2	0	150	{0,74,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12500340	天谴之弓	1	1100403	0	50	4	{50,100}	1	100	7	[]	2	0	200	{0,110,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticalrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12500341	天谴之弓	1	1100403	0	50	4	{50,100}	1	100	7	[]	2	0	200	{0,110,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticalrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500380	封印·天谴之弓	1	1100403	0	50	3	{50,100}	1	100	7	[]	2	0	150	{0,91,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500381	封印·天谴之弓	1	1100403	0	50	3	{50,100}	1	100	7	[]	2	0	150	{0,91,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12500430	御灵之箭	2	1100404	0	50	3	{50,100}	1	100	8	[]	2	0	150	{0,50,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticalrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12500431	御灵之箭	2	1100404	0	50	3	{50,100}	1	100	8	[]	2	0	150	{0,50,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticalrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12500440	天谴之箭	2	1100404	0	50	4	{50,100}	1	100	8	[]	2	0	200	{0,84,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticalrate,19},{criticaldestroyrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12500441	天谴之箭	2	1100404	0	50	4	{50,100}	1	100	8	[]	2	0	200	{0,84,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticalrate,19},{criticaldestroyrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500480	封印·天谴之箭	2	1100404	0	50	3	{50,100}	1	100	8	[]	2	0	150	{0,70,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500481	封印·天谴之箭	2	1100404	0	50	3	{50,100}	1	100	8	[]	2	0	150	{0,70,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12500530	御魂魔杖	1	1100405	0	50	3	{50,100}	1	100	7	[]	1	0	150	{74,0,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12500531	御魂魔杖	1	1100405	0	50	3	{50,100}	1	100	7	[]	1	0	150	{74,0,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12500540	天瑞魔杖	1	1100405	0	50	4	{50,100}	1	100	7	[]	1	0	200	{110,0,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticalrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12500541	天瑞魔杖	1	1100405	0	50	4	{50,100}	1	100	7	[]	1	0	200	{110,0,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticalrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500580	封印·天瑞魔杖	1	1100405	0	50	3	{50,100}	1	100	7	[]	1	0	150	{91,0,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500581	封印·天瑞魔杖	1	1100405	0	50	3	{50,100}	1	100	7	[]	1	0	150	{91,0,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12500630	御魂符箓	2	1100406	0	50	3	{50,100}	1	100	8	[]	1	0	150	{50,0,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticalrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12500631	御魂符箓	2	1100406	0	50	3	{50,100}	1	100	8	[]	1	0	150	{50,0,0}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticalrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12500640	天瑞符箓	2	1100406	0	50	4	{50,100}	1	100	8	[]	1	0	200	{84,0,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticalrate,19},{criticaldestroyrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12500641	天瑞符箓	2	1100406	0	50	4	{50,100}	1	100	8	[]	1	0	200	{84,0,0}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticalrate,19},{criticaldestroyrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500680	封印·天瑞符箓	2	1100406	0	50	3	{50,100}	1	100	8	[]	1	0	150	{70,0,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500681	封印·天瑞符箓	2	1100406	0	50	3	{50,100}	1	100	8	[]	1	0	150	{70,0,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12500730	蟒神胸甲	5	1100410	0	50	3	{50,100}	1	100	6	[]	0	0	150	{0,0,0}	{50,50,50}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{hpmax,85}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12500731	蟒神胸甲	5	1100410	0	50	3	{50,100}	1	100	6	[]	0	0	150	{0,0,0}	{50,50,50}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{hpmax,85}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12500740	夜叉胸甲	5	1100410	0	50	4	{50,100}	1	100	6	[]	0	0	200	{0,0,0}	{84,84,84}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{hpmax,150},{dodge,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12500741	夜叉胸甲	5	1100410	0	50	4	{50,100}	1	100	6	[]	0	0	200	{0,0,0}	{84,84,84}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{hpmax,150},{dodge,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500780	封印·夜叉胸甲	5	1100410	0	50	3	{50,100}	1	100	6	[]	0	0	150	{0,0,0}	{68,68,68}	[{magicdefense,12},{rangedefense,12},{meleedefense,12},{dodge,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500781	封印·夜叉胸甲	5	1100410	0	50	3	{50,100}	1	100	6	[]	0	0	150	{0,0,0}	{68,68,68}	[{magicdefense,12},{rangedefense,12},{meleedefense,12},{dodge,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12500830	雷炎法冠	3	1100407	0	50	3	{50,100}	1	100	1	[]	0	0	150	{0,0,0}	{37,37,37}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{dodge,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12500831	雷炎法冠	3	1100407	0	50	3	{50,100}	1	100	1	[]	0	0	150	{0,0,0}	{37,37,37}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{dodge,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12500840	弦月法冠	3	1100407	0	50	4	{50,100}	1	100	1	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{dodge,19},{toughness,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12500841	弦月法冠	3	1100407	0	50	4	{50,100}	1	100	1	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{dodge,19},{toughness,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500880	封印·弦月法冠	3	1100407	0	50	3	{50,100}	1	100	1	[]	0	0	150	{0,0,0}	{51,51,51}	[{magicdefense,12},{rangedefense,12},{meleedefense,12},{dodge,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500881	封印·弦月法冠	3	1100407	0	50	3	{50,100}	1	100	1	[]	0	0	150	{0,0,0}	{51,51,51}	[{magicdefense,12},{rangedefense,12},{meleedefense,12},{dodge,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12500930	雷炎项链	9	1100409	0	50	3	{50,100}	1	100	13	[]	0	0	150	{50,50,50}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12500931	雷炎项链	9	1100409	0	50	3	{50,100}	1	100	13	[]	0	0	150	{50,50,50}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12500940	弦乐项链	9	1100409	0	50	4	{50,100}	1	100	13	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticaldestroyrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12500941	弦乐项链	9	1100409	0	50	4	{50,100}	1	100	13	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticaldestroyrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12500980	封印·弦乐项链	9	1100409	0	50	3	{50,100}	1	100	13	[]	0	0	150	{68,68,68}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12500981	封印·弦乐项链	9	1100409	0	50	3	{50,100}	1	100	13	[]	0	0	150	{68,68,68}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12501030	妖煌护肩	4	1100408	503	50	3	{50,100}	1	100	2	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{toughness,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501031	妖煌护肩	4	1100408	503	50	3	{50,100}	1	100	2	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{toughness,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501040	蟒神护肩	4	1100408	504	50	4	{50,100}	1	100	2	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{toughness,19},{hpmax,150}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501041	蟒神护肩	4	1100408	504	50	4	{50,100}	1	100	2	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{toughness,19},{hpmax,150}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501130	妖煌灵镯	10	1100411	503	50	3	{50,100}	1	100	11	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticalrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501131	妖煌灵镯	10	1100411	503	50	3	{50,100}	1	100	11	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticalrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501140	蟒神灵镯	10	1100411	504	50	4	{50,100}	1	100	11	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticalrate,19},{hitrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501141	蟒神灵镯	10	1100411	504	50	4	{50,100}	1	100	11	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticalrate,19},{hitrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501230	妖煌护手	7	1100412	503	50	3	{50,100}	1	100	3	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{hpmax,85}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501231	妖煌护手	7	1100412	503	50	3	{50,100}	1	100	3	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{hpmax,85}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501240	蟒神护手	7	1100412	504	50	4	{50,100}	1	100	3	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{hpmax,150},{toughness,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501241	蟒神护手	7	1100412	504	50	4	{50,100}	1	100	3	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{hpmax,150},{toughness,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501330	妖煌古镯	10	1100411	503	50	3	{50,100}	1	100	11	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticaldestroyrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501331	妖煌古镯	10	1100411	503	50	3	{50,100}	1	100	11	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticaldestroyrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501340	蟒神古镯	10	1100411	504	50	4	{50,100}	1	100	11	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticaldestroyrate,19},{hitrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501341	蟒神古镯	10	1100411	504	50	4	{50,100}	1	100	11	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticaldestroyrate,19},{hitrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501430	妖煌腰带	6	1100414	503	50	3	{50,100}	1	100	4	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{dodge,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501431	妖煌腰带	6	1100414	503	50	3	{50,100}	1	100	4	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{dodge,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501440	蟒神腰带	6	1100414	504	50	4	{50,100}	1	100	4	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{dodge,19},{hpmax,150}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501441	蟒神腰带	6	1100414	504	50	4	{50,100}	1	100	4	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{dodge,19},{hpmax,150}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501530	妖煌灵戒	11	1100413	503	50	3	{50,100}	1	100	9	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501531	妖煌灵戒	11	1100413	503	50	3	{50,100}	1	100	9	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{hitrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501540	蟒神灵戒	11	1100413	504	50	4	{50,100}	1	100	9	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticalrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501541	蟒神灵戒	11	1100413	504	50	4	{50,100}	1	100	9	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{hitrate,19},{criticalrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501630	妖煌战靴	8	1100415	503	50	3	{50,100}	1	100	5	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{toughness,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501631	妖煌战靴	8	1100415	503	50	3	{50,100}	1	100	5	[]	0	0	150	{0,0,0}	{43,43,43}	[{magicdefense,8},{rangedefense,8},{meleedefense,8},{toughness,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501640	蟒神战靴	8	1100415	504	50	4	{50,100}	1	100	5	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{toughness,19},{dodge,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501641	蟒神战靴	8	1100415	504	50	4	{50,100}	1	100	5	[]	0	0	200	{0,0,0}	{63,63,63}	[{magicdefense,15},{rangedefense,15},{meleedefense,15},{toughness,19},{dodge,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501730	妖煌古戒	11	1100413	503	50	3	{50,100}	1	100	9	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticaldestroyrate,12}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12501731	妖煌古戒	11	1100413	503	50	3	{50,100}	1	100	9	[]	0	0	150	{58,58,58}	{0,0,0}	[{magicpower,12},{rangepower,12},{meleepower,12},{criticaldestroyrate,12}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12501740	蟒神古戒	11	1100413	504	50	4	{50,100}	1	100	9	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticaldestroyrate,19},{criticalrate,19}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12501741	蟒神古戒	11	1100413	504	50	4	{50,100}	1	100	9	[]	0	0	200	{84,84,84}	{0,0,0}	[{magicpower,19},{rangepower,19},{meleepower,19},{criticaldestroyrate,19},{criticalrate,19}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12501811	人·噬魂珠	135	12501811	0	50	0	{50,100}	1	100	18	[]	0	0	160	{0,0,0}	{50,50,50}	[{hpmax_percent,15},{magicpower,200},{rangepower,200},{meleepower,200},{mpmax,1000},{criticalrate,50},{toughness,50}]	0	0	0	2	0	0	0	1	1	601200	[]	[]
12501821	灵·噬魂珠	135	12501821	0	50	1	{50,100}	1	100	18	[]	0	0	160	{0,0,0}	{40,40,40}	[{hpmax_percent,10},{magicpower,160},{rangepower,160},{meleepower,160},{mpmax,800},{criticalrate,45},{toughness,45}]	0	0	0	2	0	0	0	1	1	601200	[]	[]
12501831	仙·噬魂珠	135	12501831	0	50	2	{50,100}	1	100	18	[]	0	0	160	{0,0,0}	{30,30,30}	[{hpmax_percent,8},{magicpower,100},{rangepower,100},{meleepower,100},{mpmax,400},{criticalrate,40},{toughness,40}]	0	0	0	2	0	0	0	1	1	601200	[]	[]
12501841	神·噬魂珠	135	12501841	0	50	3	{50,100}	1	100	18	[]	0	0	160	{0,0,0}	{20,20,20}	[{hpmax_percent,5},{magicpower,80},{rangepower,80},{meleepower,80},{mpmax,200},{criticalrate,35},{toughness,35}]	0	0	0	2	0	0	0	1	1	601200	[]	[]
12501851	圣·噬魂珠	135	12501851	0	50	4	{50,100}	1	100	18	[]	0	0	160	{0,0,0}	{10,10,10}	[{hpmax_percent,3},{magicpower,50},{rangepower,50},{meleepower,50},{mpmax,100},{criticalrate,30},{toughness,30}]	0	0	0	2	0	0	0	1	1	601200	[]	[]
12600130	九幽重剑	1	1100501	0	60	3	{60,100}	1	100	7	[]	3	0	180	{0,0,104}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12600131	九幽重剑	1	1100501	0	60	3	{60,100}	1	100	7	[]	3	0	180	{0,0,104}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12600140	情斩重剑	1	1100501	0	60	4	{60,100}	1	100	7	[]	3	0	240	{0,0,140}	{0,0,0}	[{magicpower,23},{rangepower,23},{meleepower,23},{hitrate,23},{criticalrate,23}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12600141	情斩重剑	1	1100501	0	60	4	{60,100}	1	100	7	[]	3	0	240	{0,0,140}	{0,0,0}	[{magicpower,23},{rangepower,23},{meleepower,23},{hitrate,23},{criticalrate,23}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12600180	封印·情斩重剑	1	1100501	0	60	3	{60,100}	1	100	7	[]	3	0	180	{0,0,122}	{0,0,0}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12600181	封印·情斩重剑	1	1100501	0	60	3	{60,100}	1	100	7	[]	3	0	180	{0,0,122}	{0,0,0}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12600230	九幽之盾	24	1100502	0	60	3	{60,100}	1	100	8	[]	3	0	180	{0,0,0}	{68,68,68}	[{magicpower,15},{rangepower,15},{meleepower,15},{hpmax,85}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12600231	九幽之盾	24	1100502	0	60	3	{60,100}	1	100	8	[]	3	0	180	{0,0,0}	{68,68,68}	[{magicpower,15},{rangepower,15},{meleepower,15},{hpmax,85}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12600240	情斩之盾	24	1100502	0	60	4	{60,100}	1	100	8	[]	3	0	240	{0,0,0}	{104,104,104}	[{magicpower,23},{rangepower,23},{meleepower,23},{hpmax,180},{toughness,23}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12600241	情斩之盾	24	1100502	0	60	4	{60,100}	1	100	8	[]	3	0	240	{0,0,0}	{104,104,104}	[{magicpower,23},{rangepower,23},{meleepower,23},{hpmax,180},{toughness,23}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12600280	封印·情斩之盾	24	1100502	0	60	3	{60,100}	1	100	8	[]	3	0	180	{0,0,0}	{86,86,86}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12600281	封印·情斩之盾	24	1100502	0	60	3	{60,100}	1	100	8	[]	3	0	180	{0,0,0}	{86,86,86}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12600330	九阳之弓	1	1100503	0	60	3	{60,100}	1	100	7	[]	2	0	180	{0,104,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12600331	九阳之弓	1	1100503	0	60	3	{60,100}	1	100	7	[]	2	0	180	{0,104,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12600340	情斩之弓	1	1100503	0	60	4	{60,100}	1	100	7	[]	2	0	240	{0,140,0}	{0,0,0}	[{magicpower,23},{rangepower,23},{meleepower,23},{hitrate,23},{criticalrate,23}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12600341	情斩之弓	1	1100503	0	60	4	{60,100}	1	100	7	[]	2	0	240	{0,140,0}	{0,0,0}	[{magicpower,23},{rangepower,23},{meleepower,23},{hitrate,23},{criticalrate,23}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12600380	封印·情斩之弓	1	1100503	0	60	3	{60,100}	1	100	7	[]	2	0	180	{0,122,0}	{0,0,0}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12600381	封印·情斩之弓	1	1100503	0	60	3	{60,100}	1	100	7	[]	2	0	180	{0,122,0}	{0,0,0}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12600430	九阳之箭	2	1100504	0	60	3	{60,100}	1	100	8	[]	2	0	180	{0,68,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{criticalrate,15}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
12600431	九阳之箭	2	1100504	0	60	3	{60,100}	1	100	8	[]	2	0	180	{0,68,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{criticalrate,15}]	0	0	0	2	4	0	0	6	0	[]	[]	[]
12600440	情斩之箭	2	1100504	0	60	4	{60,100}	1	100	8	[]	2	0	240	{0,104,0}	{0,0,0}	[{magicpower,23},{rangepower,23},{meleepower,23},{criticalrate,23},{criticaldestroyrate,23}]	0	0	0	1	4	0	0	10	0	[]	[]	[]
12600441	情斩之箭	2	1100504	0	60	4	{60,100}	1	100	8	[]	2	0	240	{0,104,0}	{0,0,0}	[{magicpower,23},{rangepower,23},{meleepower,23},{criticalrate,23},{criticaldestroyrate,23}]	0	0	0	2	4	0	0	10	0	[]	[]	[]
12600480	封印·情斩之箭	2	1100504	0	60	3	{60,100}	1	100	8	[]	2	0	180	{0,86,0}	{0,0,0}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	1	4	0	0	8	0	[]	[]	[]
12600481	封印·情斩之箭	2	1100504	0	60	3	{60,100}	1	100	8	[]	2	0	180	{0,86,0}	{0,0,0}	[{magicpower,18},{rangepower,18},{meleepower,18},{hitrate,17}]	0	0	0	2	4	0	0	8	0	[]	[]	[]
12600530	九阴法杖	1	1100505	0	60	3	{60,100}	1	100	7	[]	1	0	180	{104,0,0}	{0,0,0}	[{magicpower,15},{rangepower,15},{meleepower,15},{hitrate,15}]	0	0	0	1	4	0	0	6	0	[]	[]	[]
