ruleid	name	roleflag	itemsdroprate
14037	充值大礼包（60-99级）上品攻击丹*1	1	[{11051011,1,1}]
14038	充值大礼包（60-99级）上品防御丹*1	1	[{11051111,1,1}]
14039	充值大礼包（60-99级）上品生命丹*1	1	[{11051211,1,1}]
14040	首充礼包（1-59级）中品星之砂*1	1	[{13010021,1,1}]
20001	古帝洞府掉落中品生血丸	1	[{11010201,1}]
20002	古帝洞府掉落中品生血丸	1	[{11030201,1}]
21001	星之砂碎片（绑）	1	[{13090011,15},{0,85}]
21002	35蓝装上4件（绑）	1	[{12351021,1},{12351221,1},{12351121,1},{12351321,1}]
21003	蓝水晶（绑）2个	1	[{13110011,1,2}]
21004	紫水晶（绑）1个	1	[{13110021,1,1}]
21005	35蓝装下4件（绑）	1	[{12351421,1},{12351621,1},{12351521,1},{12351721,1}]
21006	急急如律令 0.2个	1	[{19000710,2},{0,8}]
21007	急急如律令（绑）0.3个	1	[{19000711,3},{0,7}]
21008	赏善令 0.25个	1	[{15000010,25},{0,75}]
21009	蓝水晶（绑）1个	1	[{13110011,1,1}]
21010	40级紫主副手+衣服	1	[{12350130,1},{12350330,1},{12350530,1},{12350230,1},{12350430,1},{12350630,1},{12350730,3},{0,891}]
21011	40级封印主副手	1	[{12350180,1},{12350380,1},{12350580,1},{12350280,1},{12350480,1},{12350680,1},{0,894}]
21012	凡品水珍珠（绑）0.1个	1	[{13110061,1},{0,8}]
21013	凡品冰翡翠（绑）0.8个	1	[{13110031,8},{0,2}]
21014	55蓝装8件（绑）	1	[{12551021,1},{12551221,1},{12551421,1},{12551621,1},{12551121,1},{12551321,1},{12551521,1},{12551721,1}]
21015	蓝水晶（绑）0.5个	1	[{13110011,1},{0,1}]
21016	中品水珍珠（绑）0.2个	1	[{13110071,1},{0,4}]
21017	中品冰翡翠（绑）0.4个	1	[{13110041,4},{0,6}]
21018	70蓝装13件（绑）	1	[{12701721,1},{12701621,1},{12701521,1},{12701421,1},{12701321,1},{12701221,1},{12701121,1},{12701021,1},{12700921,1},{12700821,1},{12700721,1},{12700621,1},{12700521,1},{12700421,1},{12700321,1},{12700221,1},{12700121,1}]
21019	凡品水珍珠（绑）0.2个	1	[{13110061,1},{0,4}]
21020	上品水珍珠（绑）0.1个	1	[{13110081,1},{0,9}]
21021	上品冰翡翠（绑）0.2个	1	[{13110051,2},{0,8}]
21022	蓝水晶 0.8个	1	[{13110010,8},{0,2}]
21023	紫水晶 0.6个	1	[{13110020,6},{0,4}]
21024	凡品冰翡翠 0.6个/凡品水珍珠 0.15个	1	[{13110030,60},{13110060,15},{0,25}]
21025	凡品冰翡翠 0.05个	1	[{13110060,5},{0,95}]
21026	藏神石碎片 0.15个	1	[{13070010,15},{0,85}]
21027	35级紫色2手镯+护肩	1	[{12351130,1},{12351330,1},{12351030,1},{0,447}]
21028	肥皂 0.15个	1	[{19010370,15},{0,85}]
21029	凡品冰翡翠 0.9个	1	[{13110030,9},{0,1}]
21030	凡品水珍珠 0.3个	1	[{13110060,3},{0,7}]
21031	中品冰翡翠 0.3个	1	[{13110040,3},{0,7}]
21032	中品水珍珠 0.12个	1	[{13110070,12},{0,88}]
21033	藏神石碎片 0.3个	1	[{13070010,3},{0,7}]
21034	60级紫色2手镯+护肩	1	[{12601130,1},{12601330,1},{12601030,1},{0,1437}]
21035	肥皂 0.2个	1	[{19010370,2},{0,8}]
21036	凡品冰翡翠 1.4个	1	[{13110030,6,1},{13110030,4,2}]
21037	凡品水珍珠 0.6个	1	[{13110060,6},{0,4}]
21038	中品冰翡翠 0.8个	1	[{13110040,8},{0,2}]
21039	中品水珍珠 0.3个	1	[{13110070,3},{0,7}]
21040	上品冰翡翠 0.25个	1	[{13110050,25},{0,75}]
21041	上品水珍珠 0.1个	1	[{13110080,1},{0,9}]
21042	藏神石碎片 0.65个	1	[{13070010,65},{0,35}]
21043	70级紫色2手镯+护肩	1	[{12701130,1},{12701330,1},{12701030,1},{0,2250}]
21044	肥皂 0.25个	1	[{19010370,25},{0,75}]
21045	凡品冰翡翠 2.5个	1	[{13110030,5,2},{13110030,5,3}]
21046	凡品水珍珠 1个	1	[{13110060,1,1}]
21047	中品冰翡翠 1个	1	[{13110040,1,1}]
21048	中品水珍珠 0.5个	1	[{13110070,5},{0,5}]
21049	上品冰翡翠 0.6个	1	[{13110050,6},{0,4}]
21050	上品水珍珠 0.2个	1	[{13110080,2},{0,8}]
21051	藏神石碎片 1个	1	[{13070010,1,1}]
21052	80级紫色2手镯+护肩	1	[{12801130,1},{12801330,1},{12801030,1},{0,4497}]
21053	肥皂 0.3个	1	[{19010370,3},{0,7}]
21054	35级紫色腰带+鞋子	1	[{12351430,1},{12351630,1},{0,298}]
21055	60级紫色腰带+鞋子	1	[{12601430,1},{12601630,1},{0,958}]
21056	70级紫色腰带+鞋子	1	[{12701430,1},{12701630,1},{0,1498}]
21057	80级紫色腰带+鞋子	1	[{12801430,1},{12801630,1},{0,2998}]
21058	器灵残片	1	[{13040000,1,3}]
21059	40紫色2戒指+护手	1	[{12351530,1},{12351730,1},{12351230,1},{0,447}]
21060	中品开运石 0.04个	1	[{13030020,4},{0,96}]
21061	星之砂碎片 1个	1	[{13090010,1,1}]
21062	一级攻击防御宝石 1个	1	[{14000810,1},{14000510,1},{14000610,1},{14000710,1}]
21063	60紫色2戒指+护手	1	[{12601530,1},{12601730,1},{12601230,1},{0,1437}]
21064	中品升星开运石 0.06个	1	[{13030020,6},{0,94}]
21065	一级四种属性宝石	1	[{14000110,1},{14000210,1},{14000310,1},{14000410,1}]
21066	55紫色2戒指+护手	1	[{12551530,1},{12551730,1},{12551230,1},{0,1437}]
21067	中品升星开运石 0.08个	1	[{13030020,8},{0,92}]
21068	一级8种宝石2个	1	[{14000810,1,2},{14000510,1,2},{14000610,1,2},{14000710,1,2},{14000110,1,2},{14000210,1,2},{14000310,1,2},{14000410,1,2}]
21069	地魂晶石 0.3个（非绑定），0.7个（绑定）	1	[{13080010,3},{13080011,7}]
21070	60级紫色主副手+60级紫色衣服	1	[{12600130,1},{12600230,1},{12600330,1},{12600430,1},{12600530,1},{12600630,1},{12600730,3},{0,4311}]
21071	1级百分比属性宝石 1个	1	[{14000910,1},{14001010,1},{14001110,1},{14001210,1},{14001310,1}]
21072	地魂晶石 0.5个	1	[{13080010,2},{0,2}]
21073	65级紫色主副手+55级紫色衣服	1	[{12700130,1},{12700230,1},{12700330,1},{12700430,1},{12700530,1},{12700630,1},{12550730,3},{0,4491}]
21074	1级百分比属性宝石 1个	1	[{14000910,1,1},{14001010,1,1},{14001110,1,1},{14001210,1,1},{14001310,1,1}]
21075	2级百分比属性宝石 0.2个	1	[{14000920,2},{14001020,2},{14001120,2},{14001220,2},{14001320,2},{0,40}]
21076	天魂晶石 0.4个	1	[{13080020,4},{0,6}]
21077	地魂晶石 0.6个	1	[{13080010,6},{0,4}]
21078	中品升星开运石 0.1个	1	[{13030020,1},{0,9}]
21079	65级紫色主副手+70级紫色衣服	1	[{12700130,1},{12700230,1},{12700330,1},{12700430,1},{12700530,1},{12700630,1},{12700730,3},{0,7191}]
21080	1级百分比属性宝石 1.5个	1	[{14000910,1,1},{14001010,1,1},{14001110,1,1},{14001210,1,1},{14001310,1,1},{14000910,1,2},{14001010,1,2},{14001110,1,2},{14001210,1,2},{14001310,1,2}]
21081	2级百分比属性宝石 0.4个	1	[{14000920,4},{14001020,4},{14001120,4},{14001220,4},{14001320,4},{0,30}]
21082	天魂晶石 0.3个	1	[{13080020,3},{0,7}]
21083	地魂晶石 0.7个	1	[{13080010,7},{0,3}]
21084	中品升星开运石 0.5个	1	[{13030020,5},{0,5}]
21085	65级紫色主副手+70级紫色衣服	1	[{12700130,1},{12700230,1},{12700330,1},{12700430,1},{12700530,1},{12700630,1},{12700730,3},{0,7191}]
21086	1级百分比属性宝石 2个	1	[{14000910,1,2},{14001010,1,2},{14001110,1,2},{14001210,1,2},{14001310,1,2}]
21087	2级百分比属性宝石 0.6个	1	[{14000920,6},{14001020,6},{14001120,6},{14001220,6},{14001320,6},{0,20}]
21088	上品飞升符 0.2个	1	[{13080030,2},{0,8}]
21089	中品升星开运石 0.65个	1	[{13030021,65},{0,35}]
21090	中品升星开运石 0.25个	1	[{13030020,25},{0,75}]
21091	50级副本掉落中品开运石	1	[{13030021,2},{0,8}]
21092	星之砂碎片（绑）	1	[{13090011,15}]
21100	乾坤凭证（绑定）锁仙圣魔天目单人	1	[{19030011,1}]
21101	乾坤凭证（非绑定）锁仙天目精英	1	[{19030010,2},{0,1}]
21102	乾坤凭证 斩龙熔岩	1	[{19030011,1},{19030010,1}]
21501	凡品聚宝符*1	1	[{19010011,1,1}]
21502	1.5倍经验药*2	1	[{19010281,1,2}]
21503	上品聚宝符*1	1	[{19010031,1,1}]
21504	中品星之砂*5	1	[{13010021,1,5}]
21505	中品开运石*5	1	[{13030021,1,5}]
21506	上品聚宝符*2	1	[{19010031,1,2}]
21507	祝融之锤*10	1	[{13040011,1,10}]
21508	仙宠天资幸运咒*16	1	[{13140011,1,16}]
21509	藏神石碎片*4	1	[{13070011,1,4}]
21510	上品聚宝符*3	1	[{19010031,1,3}]
21511	6级星之尘*1	1	[{13020061,1,1}]
21512	凡品灵智丹*10	1	[{13160011,1,10}]
21513	藏神石碎片*8	1	[{13070011,1,8}]
21514	上品聚宝符*4	1	[{19010031,1,4}]
21515	7级星之尘*1	1	[{13020071,1,1}]
21516	中品灵智丹*10	1	[{13160021,1,10}]
21517	藏神石碎片*16	1	[{13070011,1,16}]
21518	上品聚宝符*5	1	[{19010031,1,5}]
21519	8级星之尘*1	1	[{13020081,1,1}]
21520	上品灵智丹*10	1	[{13160031,1,10}]
21521	藏神石碎片*32	1	[{13070011,1,32}]
21522	凡品摇钱符*1	1	[{19010081,1,1}]
21523	凡品金刚钻*1	1	[{13110031,1},{0,1}]
21524	凡品太阳石*1	1	[{13110061,1},{0,1}]
21525	祝融之锤*1	1	[{13040011,1},{0,2}]
21526	藏神石碎片*1	1	[{13070011,1},{0,3}]
22001	40封印衣服 世界boss	1	[{12350780,1},{0,9}]
22002	40级普通紫衣服	1	[{12350730,1},{0,9}]
22003	凡品冰翡翠	1	[{13110030,7},{0,3}]
22004	凡品水珍珠	1	[{13110060,3},{0,7}]
22005	2级宝石	1	[{14000120,1},{14000220,1},{14000320,1},{14000420,1},{14000520,1},{14000620,1},{14000720,1},{14000820,1},{14000920,1},{14001020,1},{14001120,1},{14001220,1},{14001320,1}]
22006	中品星之砂	1	[{13010020,6},{0,4}]
22007	中品开运石	1	[{13030020,4},{0,6}]
22008	器灵残片	1	[{13040000,1,2}]
22009	45封印头盔项链	1	[{12350880,8},{12350980,8},{0,84}]
22010	45级普通紫头盔项链	1	[{12350830,5},{12350930,5},{0,90}]
22011	凡品冰翡翠	1	[{13110030,8},{0,2}]
22012	凡品水珍珠	1	[{13110060,4},{0,6}]
22014	中品星之砂	1	[{13010020,7},{0,3}]
22015	中品开运石	1	[{13030020,5},{0,5}]
22016	器灵碎片	1	[{13040000,1,3}]
22017	50封印主副手衣服	1	[{12500180,1},{12500280,1},{12500380,1},{12500480,1},{12500580,1},{12500680,1},{12500780,2},{0,54}]
22018	50级普通紫主副手衣服	1	[{12500130,1},{12500230,1},{12500330,1},{12500430,1},{12500530,1},{12500630,1},{12500730,2},{0,54}]
22019	凡品冰翡翠	1	[{13110030,1}]
22020	凡品水珍珠	1	[{13110060,5},{0,5}]
22022	中品星之砂	1	[{13010020,8},{0,2}]
22023	中品开运石	1	[{13030020,6},{0,4}]
22024	器灵碎片	1	[{13040000,1,4}]
22025	50封印头项	1	[{12500880,5},{12500980,5},{0,90}]
22026	50级普通头项	1	[{12500830,5},{12500930,5},{0,90}]
22027	中品冰翡翠	1	[{13110040,7},{0,3}]
22028	中品水珍珠	1	[{13110070,3},{0,7}]
22030	中品星之砂	1	[{13010020,9},{0,1}]
22031	中品开运石	1	[{13030020,7},{0,3}]
22032	器灵碎片	1	[{13040000,1,5}]
22033	60封印主副手衣服	1	[{12600180,1},{12600280,1},{12600380,1},{12600480,1},{12600580,1},{12600680,1},{12600780,2},{0,54}]
22034	60级普通紫主副手衣服	1	[{12600130,1},{12600230,1},{12600330,1},{12600430,1},{12600530,1},{12600630,1},{12600730,2},{0,54}]
22035	中品冰翡翠	1	[{13110040,8},{0,2}]
22036	中品水珍珠	1	[{13110070,4},{0,6}]
22038	中品星之砂	1	[{13010020,1}]
22039	中品开运石	1	[{13030020,8},{0,2}]
22040	器灵碎片	1	[{13040000,1,6}]
22041	60封印头项	1	[{12600880,5},{12600980,5},{0,90}]
22042	60级普通紫头项	1	[{12600830,5},{12600930,5},{0,90}]
22043	中品冰翡翠	1	[{13110040,1}]
22044	中品水珍珠	1	[{13110070,6},{0,4}]
22046	中品星之砂	1	[{13010020,1}]
22047	中品开运石	1	[{13030020,9},{0,1}]
22048	器灵碎片	1	[{13040000,1,7}]
22049	70封印主副手衣服	1	[{12700180,1},{12700280,1},{12700380,1},{12700480,1},{12700580,1},{12700680,1},{12700780,2},{0,92}]
22050	70级普通紫主副手衣服	1	[{12700130,1},{12700230,1},{12700330,1},{12700430,1},{12700530,1},{12700630,1},{12700730,2},{0,92}]
22051	上品冰翡翠	1	[{13110050,6},{0,4}]
22052	上品水珍珠	1	[{13110080,2},{0,8}]
22054	上品星之砂	1	[{13010030,6},{0,4}]
22055	上品开运石	1	[{13030030,4},{0,6}]
22056	器灵碎片	1	[{13040000,1,8}]
22057	70封印头项	1	[{12700880,4},{12700980,4},{0,92}]
22058	70级普通紫头项	1	[{12700830,5},{12700930,5},{0,90}]
22059	上品冰翡翠	1	[{13110050,8},{0,2}]
22060	上品水珍珠	1	[{13110080,3},{0,7}]
22062	上品星之砂	1	[{13010030,8},{0,2}]
22063	上品开运石	1	[{13030030,5},{0,5}]
22064	器灵碎片	1	[{13040000,1,9}]
22065	80封印5件	1	[{12800180,1},{12800280,1},{12800380,1},{12800480,1},{12800580,1},{12800680,1},{12800780,1},{12800880,1},{12800980,1},{0,81}]
22066	80级普通紫5件	1	[{12800130,1},{12800230,1},{12800330,1},{12800430,1},{12800530,1},{12800630,1},{12800730,1},{12800830,1},{12800930,1},{0,36}]
22067	上品冰翡翠	1	[{13110050,1}]
22068	上品水珍珠	1	[{13110080,4},{0,6}]
22070	上品星之砂	1	[{13010030,1}]
22071	上品开运石	1	[{13030030,6},{0,4}]
22072	器灵碎片	1	[{13040000,1,10}]
22073	40封印衣服 仙门神兽	1	[{12350780,1},{0,7}]
22074	40级普通紫衣服	1	[{12350730,1},{0,7}]
22075	藏神石碎片	1	[{13070010,7},{0,3}]
22078	中品星之砂	1	[{13010020,6},{0,4}]
22079	中品开运石	1	[{13030020,4},{0,6}]
22080	器灵残片	1	[{13040000,1,15}]
22081	45封印头盔项链	1	[{12350880,5},{12350980,5},{0,90}]
22082	45级普通紫头盔项链	1	[{12350830,5},{12350930,5},{0,90}]
22083	藏神石碎片	1	[{13070010,1}]
22085	中品星之砂	1	[{13010020,1}]
22086	中品开运石	1	[{13030020,1}]
22087	器灵碎片	1	[{13040000,1,20}]
22088	50封印主副手衣服	1	[{12500180,1},{12500280,1},{12500380,1},{12500480,1},{12500580,1},{12500680,1},{12500780,2},{0,54}]
22089	50级普通紫主副手衣服	1	[{12500130,1},{12500230,1},{12500330,1},{12500430,1},{12500530,1},{12500630,1},{12500730,2},{0,54}]
22090	藏神石碎片	1	[{13070010,1}]
22092	中品星之砂	1	[{13010020,1},{13010020,1,2}]
22093	中品开运石	1	[{13030020,1}]
22094	器灵碎片	1	[{13040000,1,25}]
22095	50封印头项	1	[{12500880,5},{12500980,5},{0,90}]
22096	50级普通头项	1	[{12500830,5},{12500930,5},{0,90}]
22097	藏神石碎片	1	[{13070010,1}]
22099	中品星之砂	1	[{13010020,1},{13010020,1,2}]
22100	中品开运石	1	[{13030020,1},{13030020,1,2}]
22101	器灵碎片	1	[{13040000,1,30}]
22102	60封印主副手衣服	1	[{12600180,1},{12600280,1},{12600380,1},{12600480,1},{12600580,1},{12600680,1},{12600780,2},{0,54}]
22103	60级普通紫主副手衣服	1	[{12600130,1},{12600230,1},{12600330,1},{12600430,1},{12600530,1},{12600630,1},{12600730,2},{0,54}]
22104	藏神石碎片	1	[{13070010,1,2}]
22106	中品星之砂	1	[{13010020,1,2}]
22107	中品开运石	1	[{13030020,1},{13030020,1,2}]
22108	器灵碎片	1	[{13040000,1,35}]
22109	60封印头项	1	[{12600880,5},{12600980,5},{0,90}]
22110	60级普通紫头项	1	[{12600830,5},{12600930,5},{0,90}]
22111	藏神石碎片	1	[{13070010,1,2}]
22113	中品星之砂	1	[{13010020,1,2}]
22114	中品开运石	1	[{13030020,1,2}]
22115	器灵碎片	1	[{13040000,1,40}]
22116	70封印主副手衣服	1	[{12700180,1},{12700280,1},{12700380,1},{12700480,1},{12700580,1},{12700680,1},{12700780,2},{0,92}]
22117	70级普通紫主副手衣服	1	[{12700130,1},{12700230,1},{12700330,1},{12700430,1},{12700530,1},{12700630,1},{12700730,2},{0,92}]
22118	藏神石碎片	1	[{13070010,1,3}]
22120	上品星之砂	1	[{13010030,1}]
22121	上品开运石	1	[{13030030,1}]
22122	器灵碎片	1	[{13040000,1,45}]
22123	70封印头项	1	[{12700880,5},{12700980,5},{0,90}]
22124	70级普通紫头项	1	[{12700830,5},{12700930,5},{0,90}]
22125	藏神石碎片	1	[{13070010,1,3}]
22127	上品星之砂	1	[{13010030,1},{13010030,1,2}]
22128	上品开运石	1	[{13030030,1},{13030030,1,2}]
22129	器灵碎片	1	[{13040000,1,50}]
22130	80封印5件	1	[{12800180,1},{12800280,1},{12800380,1},{12800480,1},{12800580,1},{12800680,1},{12800780,1},{12800880,1},{12800980,1},{0,81}]
22131	80级普通紫5件	1	[{12800130,1},{12800230,1},{12800330,1},{12800430,1},{12800530,1},{12800630,1},{12800730,1},{12800830,1},{12800930,1},{0,81}]
22132	藏神石碎片	1	[{13070010,1,3}]
22134	上品星之砂	1	[{13010030,1,2}]
22135	上品开运石	1	[{13030030,1,2}]
22136	器灵碎片	1	[{13040000,1,50}]
22137	一级8种宝石1个（绑）	1	[{14000811,1},{14000511,1},{14000611,1},{14000711,1},{14000111,1},{14000211,1},{14000311,1},{14000411,1}]
22138	宝石碎片3个	1	[{14000001,1,3}]
22139	宝石碎片4个	1	[{14000001,1,4}]
22140	宝石碎片4个	1	[{14000001,1,4}]
22141	宝石碎片4个	1	[{14000001,1,4}]
22142	宝石碎片0.05个	1	[{14000001,5,1},{0,95}]
22143	宝石碎片0.06个	1	[{14000001,6,1},{0,94}]
22144	宝石碎片0.07个	1	[{14000001,7,1},{0,93}]
22145	宝石碎片0.07个	1	[{14000001,7,1},{0,93}]
22146	器灵残片1/30个	1	[{13040001,1,1},{0,29}]
22147	蓝水晶（绑）0.11个	1	[{13110011,11,1},{0,89}]
22148	紫水晶（绑）0.06个	1	[{13110021,6,1},{0,94}]
22149	一级攻击防御体质（绑）1个	1	[{14000811,1},{14000511,1},{14000611,1},{14000711,1},{14000411,1}]
22150	一级8种宝石1个	1	[{14000810,1},{14000510,1},{14000610,1},{14000710,1},{14000110,1},{14000210,1},{14000310,1},{14000410,1}]
22151	宝石碎片（绑）0.14个	1	[{14000001,14,1},{0,86}]
22152	70紫色2戒指+护手	1	[{12701530,1},{12701730,1},{12701230,1},{0,1437}]
22153	75级紫色主副手+80级紫色衣服	1	[{12800130,1},{12800230,1},{12800330,1},{12800430,1},{12800530,1},{12800630,1},{12800730,3},{0,4491}]
22154	凡品冰翡翠（绑）0.6个/凡品水珍珠（绑）0.2个	1	[{13110061,2},{13110031,6},{0,2}]
22155	低级战场宝箱（普通）	1	[{11070120,2},{11070220,2},{11070320,2},{19020120,2},{11051630,2},{11051310,20}]
22156	低级战场宝箱（稀有）	1	[{11070120,2},{11070220,2},{11070320,2},{11070420,1},{11051430,1},{11051530,1},{19020120,1},{11051630,2},{11051310,4}]
22157	上品战场宝箱（普通）	1	[{11070120,2},{11070220,2},{11070320,2},{19020130,1},{11051630,3},{11051310,20}]
22158	上品战场宝箱（稀有）	1	[{11070120,2},{11070220,2},{11070320,2},{11070420,1},{11051430,1},{11051530,1},{19020130,1},{11051730,2},{11051310,4}]
22159	经验楼宝箱	1	[{19010381,1,1}]
22160	星之砂碎片、宝石碎片、器灵残片、重铸灵石（帮会驻地小怪）	1	[{13090011,6,2},{14000001,6,2},{13040001,6,2},{13040011,1,1}]
22161	一级宝石（帮会驻地小怪）	1	[{14000811,1,1},{14000511,1,1},{14000611,1,1},{14000711,1,1},{14000111,1,1},{14000211,1,1},{14000311,1,1},{14000411,1,1},{0,72}]
22162	打孔石碎片3个	1	[{13050001,1,3}]
22163	凡品灵兽丹（绑）（万剑阁1～2层BOSS）	1	[{13160011,1,1},{0,1}]
22164	凡品灵兽丹（绑）50%或（非绑）30%（万剑阁3层BOSS）	1	[{13160011,5,1},{13160010,3,1},{0,2}]
22165	凡品灵兽丹（非绑）30%或中品灵兽丹（非绑）40%（万剑阁4层BOSS）	1	[{13160010,3,1},{13160020,4,1},{0,3}]
22166	中品灵兽丹（非绑）40%（万剑阁5～6层BOSS）	1	[{13160020,4,1},{0,6}]
22167	中品灵兽丹（非绑）40%或上品灵兽丹40%（万剑阁7层BOSS）	1	[{13160020,4,1},{13160030,4,1},{0,2}]
22168	上品灵兽丹（非绑）40%（万剑阁8～10层）	1	[{13160030,4,1},{0,6}]
22169	宠物成长丹（单人棋魂30波以上BOSS掉落1/300）	1	[{13150010,1,1},{0,299}]
22170	宠物技能书残卷（幻境海BOSS（除第一个BOSS）、万剑阁BOSS掉落）	1	[{22000000,1,1}]
22171	宠物技能书残卷2个（帮会BOSS）	1	[{22000000,1,2}]
22172	宠物技能书残卷0.5个（帮会小怪）	1	[{22000000,1,1},{0,1}]
22173	神行令	1	[{15000051,25},{0,75}]
22174	外围小怪[{下品仙丹	1	[{11052010,1}]
22175	外围小怪[{中品星之砂	1	[{13010021,2},{19010091,4},{19010241,2},{0,2}]
22176	外围小怪[{中品升星开运石	1	[{13030021,1},{13020041,1},{13040011,5},{13040021,1},{0,2}]
22177	外围小怪[{凡品瞬回药	1	[{11051630,2},{11051730,1},{0,1}]
22178	中间BOSS[{中品仙丹	1	[{11052120,1}]
22179	中间BOSS[{中品瞬回药	1	[{11051730,2,4},{11051730,1,3}]
22180	中间BOSS[{宠物成长丹	1	[{13150011,1}]
22181	大BOSS[{上品仙丹	1	[{11052230,1}]
22182	大BOSS[{上品瞬回药	1	[{11051830,1,3}]
22183	大BOSS[{中品星之砂	1	[{13010021,1},{13020061,1}]
22184	大BOSS[{藏神石碎片	1	[{13070011,1},{19010661,1}]
22185	大BOSS[{宠物成长丹	1	[{13150011,1,2}]
22186	中间元宝怪[{中品星之砂	1	[{13010021,1},{13020061,1},{19010091,1},{19010241,1}]
22187	中间元宝怪[{紫色宠物洗髓丹	1	[{13170031,1},{13160031,1},{0,2}]
22188	中间元宝怪[{藏神石碎片	1	[{13070011,1},{19010661,1},{0,20}]
22189	黄钻礼包物品（vip体验卡）	1	[{19010221,1,3}]
22190	黄钻礼包物品（无字天书）	1	[{23000121,1}]
22191	黄钻礼包物品（仓库扩充卡）	1	[{19010251,1}]
22192	黄钻礼包物品（神行鞋X10）	1	[{19000301,1,10}]
22193	黄钻礼包物品（中品铜钱符）	1	[{19010091,1}]
22194	黄钻礼包物品（上品攻击丹）	1	[{11051011,1}]
22195	黄钻礼包物品（上品防御丹）	1	[{11051111,1}]
22196	黄钻礼包物品（上品生命丹）	1	[{11051211,1}]
22197	断魂崖掉落技能书残卷	1	[{22000001,1,1}]
22301	宠物四源之匣	1	[{22001300,1},{22001310,1},{22001320,1},{22001330,1}]
22302	幸运礼盒	1	[{19010120,1000},{19010380,1000},{19010080,1000},{13040010,500},{13020030,1000},{19000620,100},{13020060,30},{13010020,100},{13060010,200},{22001300,40},{22001310,30},{22001320,20},{22001330,10}]
22303	宠物大礼包，宠物碎片	1	[{22001300,15},{22001310,10},{22001320,8},{22001330,4}]
22304	宠物大礼包，资质符	1	[{13120010,1,1}]
22305	宠物大礼包，资质符	1	[{13140010,1,1}]
22306	宠物大礼包，灵兽丹	1	[{13160010,1,1}]
22307	宠物大礼包，上品口粮	1	[{21080200,1,1}]
22308	星之砂碎片（绑）	1	[{13090011,18},{0,82}]
22309	神行令（绑）	1	[{15000051,14},{0,86}]
22310	星之砂碎片（绑）	1	[{13090011,14},{0,86}]
22311	神行令（绑）	1	[{15000051,4},{0,96}]
22312	赏善令（绑）	1	[{15000011,1}]
22313	凡品红钻石 0.6个（绑）	1	[{13110031,6},{0,4}]
22314	40级封印主副手	1	[{12350180,1},{12350380,1},{12350580,1},{12350280,1},{12350480,1},{12350680,1},{0,294}]
22315	赏善令1/3为非绑定	1	[{15000010,1},{15000011,2}]
22316	礼券（1～4）	1	[{19010501,1,1},{19010501,1,2},{19010501,1,3},{19010501,1,4}]
22317	礼券宝箱	1	[{19010511,1,1}]
22318	一级特殊属性宝石	1	[{14000911,1},{14001011,1},{14001111,1},{14001211,1},{14001311,1}]
22319	灵力丹	1	[{19010121,1}]
22320	凡品魂晶石*1	1	[{13080011,1}]
22321	中品魂晶石*1	1	[{13080020,1}]
22322	上品魂晶石*1	1	[{13080030,1}]
22401	天珠折扣礼包 五品*10	1	[{19000461,1,10}]
22402	天珠折扣礼包 七品*10	1	[{19000471,1,10}]
22403	天珠折扣礼包非绑 五品*10	1	[{19000460,1,10}]
22404	天珠折扣礼包非绑 七品*10	1	[{19000470,1,10}]
22405	宠物折扣礼包  资质提升*2	1	[{13120011,1,2}]
22406	保护符*2	1	[{13130011,1,2}]
22407	凡品灵兽丹*8	1	[{13160011,1,8}]
22408	中品灵兽丹*8	1	[{13160021,1,8}]
22409	宠物进阶丹*8	1	[{13190011,1,8}]
22410	宠物折扣礼包 上品宠物口粮*10	1	[{21080201,1,10}]
22411	宠物折扣礼包  非绑  资质提升*2	1	[{13120010,1,2}]
22412	保护符*2	1	[{13130010,1,2}]
22413	凡品灵兽丹*8	1	[{13160010,1,8}]
22414	中品灵兽丹*8	1	[{13160020,1,8}]
22415	宠物进阶丹*8	1	[{13190010,1,8}]
22416	宠物折扣礼包   非绑  上品宠物口粮*10	1	[{21080200,1,10}]
22417	升星折扣礼包  凡品星之砂*5	1	[{13010011,1,5}]
22418	中品星之砂*5	1	[{13010021,1,5}]
22419	上品星之砂*5	1	[{13010031,1,5}]
22420	3星保护石*5	1	[{13020031,1,5}]
22421	4星保护石*5	1	[{13020041,1,5}]
22422	5星保护石*5	1	[{13020051,1,5}]
22423	升星折扣礼包    6星保护石*5	1	[{13020061,1,5}]
22424	升星折扣礼包   非绑  凡品星之砂*5	1	[{13010010,1,5}]
22425	中品星之砂*5	1	[{13010020,1,5}]
22426	上品星之砂*5	1	[{13010030,1,5}]
22427	3星保护石*5	1	[{13020030,1,5}]
22428	4星保护石*5	1	[{13020040,1,5}]
22429	5星保护石*5	1	[{13020050,1,5}]
22430	升星折扣礼包   非绑    6星保护石*5	1	[{13020060,1,5}]
22431	药品折扣礼包   凡品菩提*3	1	[{11020201,1,3}]
22432	中品菩提*3	1	[{11020301,1,3}]
22433	上品菩提*3	1	[{11020401,1,3}]
22434	特级菩提*3	1	[{11020501,1,3}]
22435	凡品雪莲*3	1	[{11040601,1,3}]
22436	中品雪莲*3	1	[{11040701,1,3}]
22437	上品雪莲*3	1	[{11040801,1,3}]
22438	药品折扣礼包  特级雪莲*3	1	[{11040901,1,3}]
22439	药品折扣礼包  非绑  凡品菩提*3	1	[{11020200,1,3}]
22440	中品菩提*3	1	[{11020300,1,3}]
22441	上品菩提*3	1	[{11020400,1,3}]
