id	name	level	npcflags	hpmax	mpmax	attacktype	power	commoncool	immunes	hitrate	dodge	criticalrate	criticaldestroyrate	toughness	debuff_resist	walkspeed	runspeed	exp	min_money	max_money	skills	skillrates	defense	hatredratio	alert_radius	bounding_radius	script_hatred	script_skill	displayid	walkdelaytime	faction	death_share	script_baseattr
1032125	蛇妖（近）	70	2	44692	0	3	3264	1500	{0,0,0}	1869	1013	947	1397	941	{0,0,0,0,0}	4	6	280	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000060	4000	4	0	[]
1032126	火灵魅（远）	72	2	47236	0	2	3450	1500	{0,0,0}	1912	1058	986	1436	982	{0,0,0,0,0}	4	6	288	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000047	4000	4	0	[]
1032126	火灵魅（远）	72	2	47236	0	2	3450	1500	{0,0,0}	1912	1058	986	1436	982	{0,0,0,0,0}	4	6	288	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000047	4000	4	0	[]
1032127	魑祟（魔）	74	2	49774	0	1	3636	1500	{0,0,0}	1954	1103	1024	1474	1023	{0,0,0,0,0}	4	6	296	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000048	4000	4	0	[]
1032127	魑祟（魔）	74	2	49774	0	1	3636	1500	{0,0,0}	1954	1103	1024	1474	1023	{0,0,0,0,0}	4	6	296	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000048	4000	4	0	[]
1032128	花飘飘（BOSS）	76	2	270098	0	3	5215	1500	{0,0,0}	2016	1168	1082	1532	1084	{0,0,0,0,0}	4	6	1520	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411100050	4000	4	0	[]
1032128	花飘飘（BOSS）	76	2	270098	0	3	5215	1500	{0,0,0}	2016	1168	1082	1532	1084	{0,0,0,0,0}	4	6	1520	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411100050	4000	4	0	[]
1032129	金鬼（近）	78	2	56626	0	3	4599	1500	{0,0,0}	2055	1209	1117	1567	1121	{0,0,0,0,0}	4	6	312	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000045	4000	4	0	[]
1032129	金鬼（近）	78	2	56626	0	3	4599	1500	{0,0,0}	2055	1209	1117	1567	1121	{0,0,0,0,0}	4	6	312	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000045	4000	4	0	[]
1032130	幽妖魅（远）	80	2	59132	0	2	4832	1500	{0,0,0}	2090	1246	1148	1598	1154	{0,0,0,0,0}	4	6	320	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000030	4000	4	0	[]
1032130	幽妖魅（远）	80	2	59132	0	2	4832	1500	{0,0,0}	2090	1246	1148	1598	1154	{0,0,0,0,0}	4	6	320	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000030	4000	4	0	[]
1032131	狐狸精（魔）	82	2	61648	0	1	5071	1500	{0,0,0}	2125	1283	1179	1629	1187	{0,0,0,0,0}	4	6	328	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411100048	4000	4	0	[]
1032131	狐狸精（魔）	82	2	61648	0	1	5071	1500	{0,0,0}	2125	1283	1179	1629	1187	{0,0,0,0,0}	4	6	328	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411100048	4000	4	0	[]
1032132	鼍龙（BOSS）	84	2	332600	0	2	8095	1500	{0,0,0}	2180	1340	1230	1680	1240	{0,0,0,0,0}	4	6	1680	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411110050	4000	4	0	[]
1032132	鼍龙（BOSS）	84	2	332600	0	2	8095	1500	{0,0,0}	2180	1340	1230	1680	1240	{0,0,0,0,0}	4	6	1680	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411110050	4000	4	0	[]
1032133	熊罴（近）	86	2	67960	0	3	5669	1500	{0,0,0}	2215	1377	1261	1711	1273	{0,0,0,0,0}	4	6	344	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000060	4000	4	0	[]
1032133	熊罴（近）	86	2	67960	0	3	5669	1500	{0,0,0}	2215	1377	1261	1711	1273	{0,0,0,0,0}	4	6	344	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000060	4000	4	0	[]
1032134	火灵（远）	88	2	68762	0	2	5785	1500	{0,0,0}	2250	1414	1292	1742	1306	{0,0,0,0,0}	4	6	352	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000047	4000	4	0	[]
1032134	火灵（远）	88	2	68762	0	2	5785	1500	{0,0,0}	2250	1414	1292	1742	1306	{0,0,0,0,0}	4	6	352	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000047	4000	4	0	[]
1032135	美女蛇（魔）	89	2	69178	0	1	5843	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000048	4000	4	0	[]
1032135	美女蛇（魔）	89	2	69178	0	1	5843	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000048	4000	4	0	[]
1032136	金蟾（BOSS）	89	2	345888	0	1	11493	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	1780	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000050	4000	4	0	[]
1032136	幽冥鬼将（BOSS）	89	2	345888	0	1	11493	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	1780	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000050	4000	4	0	[]
1032137	木魃（近）	89	2	69178	0	3	11776	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000045	4000	4	0	[]
1032137	木魃（近）	89	2	69178	0	3	11776	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000045	4000	4	0	[]
1032138	魂妖魅（远）	89	2	69178	0	2	12058	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000030	4000	4	0	[]
1032138	魂妖魅（远）	89	2	69178	0	2	12058	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411000030	4000	4	0	[]
1032139	食腐花（魔）	89	2	69178	0	1	12341	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411100048	4000	4	0	[]
1032139	食腐花（魔）	89	2	69178	0	1	12341	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	356	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	411100048	4000	4	0	[]
1032140	烛九阴（BOSS）	89	2	345888	0	3	14318	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	1780	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000068	4000	4	0	[]
1032140	烛九阴（BOSS）	89	2	345888	0	3	14318	1500	{0,0,0}	2268	1433	1307	1757	1322	{0,0,0,0,0}	4	6	1780	0	0	[{560000001,1}]	0	{0,0,0}	1	80	80	3	[]	410000068	4000	4	0	[]
1050001	雪狼	32	2	450	100	3	65	1500	{50,50,-50}	900	0	50	500	0	{0,0,0,0,0}	4	8	96	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000029	4000	2	1	[]
1050002	猛虎	33	2	492	100	3	70	1500	{50,50,-50}	900	0	50	500	0	{0,0,0,0,0}	4	8	99	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000052	4000	2	1	[]
1050003	云豹	35	2	530	100	3	85	1500	{50,50,-50}	905	5	50	505	5	{0,0,0,0,0}	4	8	105	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000016	4000	2	1	[]
1050004	黑豹	36	2	606	100	3	90	1500	{50,50,-50}	910	10	50	510	10	{0,0,0,0,0}	4	8	108	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000051	4000	2	1	[]
1050006	僵尸	38	2	772	100	3	100	1500	{50,50,-50}	925	25	50	524	24	{0,0,0,0,0}	4	8	114	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000018	4000	2	1	[]
1050007	媚妖	39	2	800	100	3	120	1500	{50,50,-50}	934	34	50	533	33	{0,0,0,0,0}	4	8	117	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000015	4000	2	1	[]
1050008	夜魈	34	2	492	100	3	80	1500	{50,50,-50}	900	0	50	500	0	{0,0,0,0,0}	4	8	99	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	411000013	4000	2	1	[]
1050201	凶魔	60	2	31179	0	3	632	1500	{0,0,0}	1071	181	211	661	171	{0,0,0,0,0}	4	7	900	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	2	[]	410000026	4000	2	0	[]
1050202	欲魔	61	2	44788	0	1	717	1500	{0,0,0}	1079	188	219	669	179	{0,0,0,0,0}	4	7	1220	0	0	[{550000001,1}]	0	{0,0,0}	1	12	30	2	[]	410000027	4000	2	0	[]
1050203	怒魔（BOSS）	62	2	186875	0	3	949	1500	{0,0,0}	1086	196	225	675	186	{0,0,0,0,0}	4	7	4960	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	3	[]	410000028	4000	2	0	[]
1050204	诡魔	63	2	60694	0	2	820	1500	{0,0,0}	1093	204	233	683	193	{0,0,0,0,0}	4	7	1575	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	2	[]	410000029	4000	2	0	[]
1050205	心魔（BOSS）	64	2	242110	0	3	1248	1500	{0,0,0}	1101	211	240	690	200	{0,0,0,0,0}	4	7	6144	0	0	[{550000001,1}]	0	{0,0,0}	1	12	30	3	[]	410000050	4000	2	0	[]
1060301	死灵花	40	2	1347	0	3	157	1500	{0,0,-50}	924	25	72	522	24	{0,0,0,0,0}	4	7	160	0	0	[{550000001,1}]	0	{0,0,0}	1	10	30	2	[]	411000099	4000	2	0	[]
1060302	蝎子王（BOSS）	42	2	7884	0	1	211	1500	{0,0,-50}	937	41	85	535	39	{0,0,0,0,0}	4	7	840	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	3	[]	412000098	4000	2	0	[]
1060303	黑狼	41	2	1827	0	2	177	1500	{0,0,-50}	931	33	79	529	31	{0,0,0,0,0}	4	7	205	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	2	[]	411000051	4000	2	0	[]
1060304	狼王	42	2	3154	0	3	199	1500	{0,0,-50}	937	41	85	535	39	{0,0,0,0,0}	4	7	336	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	2	[]	410000040	4000	2	0	[]
1060305	鼍龙（BOSS）	45	2	14452	0	3	324	1500	{0,0,-50}	958	64	105	555	60	{0,0,0,0,0}	4	7	1125	0	0	[{560000001,1}]	0	{0,0,0}	1	10	50	3	[]	412000053	4000	2	0	[]
1060501	死灵花	40	2	8416	0	3	200	1500	{0,0,0}	924	25	72	522	24	{0,0,0,0,0}	4	7	250	0	0	[{550000001,1}]	0	{0,0,0}	1	10	30	2	[]	411000099	4000	2	0	[]
1060502	蝎子王（BOSS）	42	2	35479	0	1	357	1500	{0,0,0}	937	41	85	535	39	{0,0,0,0,0}	4	7	945	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	3	[]	412000098	4000	2	0	[]
1060503	黑狼	41	2	12790	0	2	242	1500	{0,0,0}	931	33	79	529	31	{0,0,0,0,0}	4	7	359	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	2	[]	411000051	4000	2	0	[]
1060504	狼王	42	2	11826	0	3	274	1500	{0,0,0}	937	41	85	535	39	{0,0,0,0,0}	4	7	315	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	2	[]	410000040	4000	2	0	[]
1060505	鼍龙（BOSS）	45	2	67441	0	3	437	1500	{0,0,0}	958	64	105	555	60	{0,0,0,0,0}	4	7	1350	0	0	[{560000001,1}]	0	{0,0,0}	1	10	50	3	[]	412000053	4000	2	0	[]
1070001	飞云豹	41	2	1432	100	3	130	1500	{50,50,-50}	956	58	50	553	55	{0,0,0,0,0}	4	8	123	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000053	4000	2	1	[]
1070002	雪域妖狼	42	2	1566	100	3	140	1500	{50,50,-50}	968	71	50	564	67	{0,0,0,0,0}	4	8	126	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000037	4000	2	1	[]
1070003	朱厌	43	2	1701	100	3	150	1500	{50,50,-50}	980	84	50	576	80	{0,0,0,0,0}	4	8	129	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000022	4000	2	1	[]
1070004	猪妖	45	2	2084	100	3	160	1500	{50,50,-50}	1010	115	50	604	109	{0,0,0,0,0}	4	8	135	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	111100002	4000	2	1	[]
1070005	恶鬼枭	47	2	2336	100	3	170	1500	{50,50,-50}	1029	134	50	622	127	{0,0,0,0,0}	4	8	141	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000058	4000	2	1	[]
1070006	狂虎	48	2	2487	100	3	180	1500	{50,50,-50}	1047	152	50	639	144	{0,0,0,0,0}	4	8	144	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000064	4000	2	1	[]
1070007	嗜血猛虎	50	2	2759	100	3	190	1500	{50,50,-50}	1071	176	50	661	166	{0,0,0,0,0}	4	8	150	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000066	4000	2	1	[]
1070008	妖道（精英）	46	2	27683	0	1	700	1500	{0,0,0}	859	274	121	231	146	{0,0,0,0,0}	4	7	1140	0	0	[{560000001,1}]	0	{0,0,0}	1	8	20	3	[]	410000072	4000	2	0	[]
1080101	咆哮	50	2	2645	0	3	340	1500	{0,0,0}	996	103	140	590	97	{0,0,0,0,0}	4	7	200	0	0	[{550000001,1}]	0	{0,0,0}	1	12	30	2	[]	430000001	4000	2	0	[]
1080102	傀儡师	51	2	4278	0	1	392	1500	{0,0,0}	1004	111	147	597	104	{0,0,0,0,0}	4	7	306	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	3	[]	430000002	4000	2	0	[]
1080103	摄心老鬼（BOSS）	52	2	18600	0	2	456	1500	{0,0,0}	1011	118	154	604	112	{0,0,0,0,0}	4	7	1300	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	2	[]	540000054	4000	2	0	[]
1080104	噬火妖	53	2	6191	0	3	432	1500	{0,0,0}	1018	126	161	611	119	{0,0,0,0,0}	4	7	424	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	2	[]	430000003	4000	2	0	[]
1080105	火邪上人（BOSS）	54	2	24112	0	3	549	1500	{0,0,0}	1026	134	169	619	127	{0,0,0,0,0}	4	7	1620	0	0	[{560000001,1}]	0	{0,0,0}	1	12	50	3	[]	411000049	4000	2	0	[]
1080201	咆哮	50	2	13224	0	3	400	1500	{0,0,0}	996	103	140	590	97	{0,0,0,0,0}	4	7	300	0	0	[{550000001,1}]	0	{0,0,0}	1	12	30	2	[]	430000001	4000	2	0	[]
1080202	傀儡师	51	2	21390	0	1	519	1500	{0,0,0}	1004	111	147	597	104	{0,0,0,0,0}	4	7	459	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	3	[]	430000002	4000	2	0	[]
1080203	摄心老鬼（BOSS）	52	2	74401	0	2	578	1500	{0,0,0}	1011	118	154	604	112	{0,0,0,0,0}	4	7	1560	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	2	[]	540000054	4000	2	0	[]
1080204	噬火妖	53	2	27086	0	3	524	1500	{0,0,0}	1018	126	161	611	119	{0,0,0,0,0}	4	7	557	0	0	[{560000001,1}]	0	{0,0,0}	1	12	30	2	[]	430000003	4000	2	0	[]
1080205	火邪上人（BOSS）	54	2	96449	0	3	717	1500	{0,0,0}	1026	134	169	619	127	{0,0,0,0,0}	4	7	1944	0	0	[{560000001,1}]	0	{0,0,0}	1	12	50	3	[]	411000049	4000	2	0	[]
1100001	流氓	24	2	308	100	3	40	1500	{50,50,-50}	900	0	50	500	0	{0,0,0,0,0}	4	8	72	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000010	4000	2	1	[]
1100002	野狗	26	2	343	100	3	45	1500	{50,50,-50}	900	0	50	500	0	{0,0,0,0,0}	4	8	78	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000036	4000	2	1	[]
1100003	地痞	28	2	384	100	3	50	1500	{50,50,-50}	900	0	50	500	0	{0,0,0,0,0}	4	8	84	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000059	4000	2	1	[]
1100005	强盗头领	30	2	407	100	3	55	1500	{50,50,-50}	900	0	50	500	0	{0,0,0,0,0}	4	8	90	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000056	4000	2	1	[]
1100101	魃鬼	30	2	402	0	3	67	1500	{0,0,-50}	900	0	50	500	0	{0,0,0,0,0}	4	7	225	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	2	[]	410000033	4000	2	0	[]
1100102	山狐	30	2	536	0	2	72	1500	{0,0,-50}	900	0	50	500	0	{0,0,0,0,0}	4	7	375	0	0	[{540000001,1}]	0	{0,0,0}	1	14	30	2	[]	111100009	4000	2	0	[]
1100103	猞猁（BOSS）	32	2	1411	0	1	86	1500	{0,0,-50}	900	0	50	500	0	{0,0,0,0,0}	4	7	1200	0	0	[{540000001,1}]	0	{0,0,0}	1	10	30	2	[]	410000016	4000	2	0	[]
1100104	无魂村民	31	2	636	0	3	78	1500	{0,0,-50}	900	0	50	500	0	{0,0,0,0,0}	4	7	620	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	2	[]	410000035	4000	2	0	[]
1100105	夜叉(BOSS)	35	2	2889	0	3	88	1500	{0,0,-50}	902	0	52	502	0	{0,0,0,0,0}	4	7	1750	0	0	[{560000001,1}]	0	{0,0,0}	1	10	30	2	[]	111100008	4000	2	0	[]
1120101	青阳护宝师	35	2	26730	0	3	29	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000002	4000	2	0	jyd_monster1_baseattr_template
1120102	青阳护宝师	36	2	27050	0	3	30	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000002	4000	2	0	jyd_monster1_baseattr_template
1120103	青阳护宝师	37	2	27371	0	3	30	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000002	4000	2	0	jyd_monster1_baseattr_template
1120104	青阳护宝师	38	2	27693	0	3	30	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000002	4000	2	0	jyd_monster1_baseattr_template
1120105	护法统领	39	2	309000	0	3	60	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	3	[]	411100007	4000	2	0	jyd_boss1_baseattr_template
1120106	神秘劫匪	40	2	28184	0	3	30	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000010	4000	2	0	jyd_monster2_baseattr_template
1120107	神秘劫匪	41	2	28507	0	3	30	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000010	4000	2	0	jyd_monster2_baseattr_template
1120108	神秘劫匪	42	2	28832	0	3	30	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000010	4000	2	0	jyd_monster2_baseattr_template
1120109	神秘劫匪	43	2	29157	0	3	31	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000010	4000	2	0	jyd_monster2_baseattr_template
1120110	劫匪首领	44	2	324108	0	3	62	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	3	[]	411000056	4000	2	0	jyd_boss2_baseattr_template
1120111	盗宝贼	45	2	29648	0	3	31	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000059	4000	2	0	jyd_monster3_baseattr_template
1120112	盗宝贼	46	2	29975	0	3	31	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000059	4000	2	0	jyd_monster3_baseattr_template
1120113	盗宝贼	47	2	30303	0	3	31	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000059	4000	2	0	jyd_monster3_baseattr_template
1120114	盗宝贼	48	2	30632	0	3	31	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000059	4000	2	0	jyd_monster3_baseattr_template
1120115	小神偷	49	2	339226	0	3	63	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	3	[]	411000061	4000	2	0	jyd_boss3_baseattr_template
1120116	疯魔窃贼	50	2	31122	0	3	32	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000060	4000	2	0	jyd_monster4_baseattr_template
1120117	疯魔窃贼	51	2	31452	0	3	32	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000060	4000	2	0	jyd_monster4_baseattr_template
1120118	疯魔窃贼	52	2	31784	0	3	32	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000060	4000	2	0	jyd_monster4_baseattr_template
1120119	疯魔窃贼	53	2	32116	0	3	32	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	2	[]	410000060	4000	2	0	jyd_monster4_baseattr_template
1120120	疯魔盗王	54	2	354354	0	3	65	2000	{0,0,-100}	100	0	0	0	0	{0,0,0,0,0}	4	8	0	0	0	[{560000001,1}]	1	{0,0,0}	1	90	90	3	[]	411000062	4000	2	0	jyd_boss4_baseattr_template
1120501	历练云豹	40	2	1293	100	3	150	1500	{50,50,-50}	944	45	50	541	42	{0,0,0,0,0}	4	8	144	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000053	4000	2	1	[]
1120502	历练青狼	45	2	2084	100	3	200	1500	{50,50,-50}	1010	115	50	604	109	{0,0,0,0,0}	4	8	162	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000037	4000	2	1	[]
1120503	历练困兽	50	2	2759	100	3	250	1500	{50,50,-50}	1071	176	50	661	166	{0,0,0,0,0}	4	8	180	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000022	4000	2	1	[]
1120504	历练牦牛	55	2	3520	100	3	300	1500	{50,50,-50}	1128	233	50	715	220	{0,0,0,0,0}	4	8	198	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000063	4000	2	1	[]
1120505	历练藏獒	60	2	4432	100	3	366	1500	{50,50,-50}	1208	313	50	791	296	{0,0,0,0,0}	4	8	216	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000058	4000	2	1	[]
1120601	历练妖女	65	2	5459	100	3	522	1500	{50,50,-50}	1272	377	50	852	357	{0,0,0,0,0}	4	8	234	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000047	4000	2	1	[]
1120602	历练火鬼	70	2	6592	100	3	647	1500	{50,50,-50}	1309	414	50	885	390	{0,0,0,0,0}	4	8	252	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000045	4000	2	1	[]
1120603	历练蛮妖	75	2	7562	100	3	842	1500	{50,50,-50}	1345	450	50	918	423	{0,0,0,0,0}	4	8	270	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000074	4000	2	1	[]
1120604	历练血魔	80	2	8698	100	3	982	1500	{50,50,-50}	1382	487	50	951	456	{0,0,0,0,0}	4	8	288	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000048	4000	2	1	[]
1120605	历练羊精	85	2	9724	100	3	1096	1500	{50,50,-50}	1418	523	50	984	489	{0,0,0,0,0}	4	8	306	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000049	4000	2	1	[]
1130001	离火教众	51	2	2866	100	3	231	1500	{50,50,-50}	1076	181	50	666	171	{0,0,0,0,0}	4	8	153	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000059	4000	2	1	[]
1130002	媚灵狐	52	2	3045	100	3	246	1500	{50,50,-50}	1095	200	50	684	189	{0,0,0,0,0}	4	8	156	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000010	4000	2	1	[]
1130003	孤魂	53	2	3414	100	3	261	1500	{50,50,-50}	1123	228	50	711	216	{0,0,0,0,0}	4	8	162	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000056	4000	2	1	[]
1130004	野鬼	54	2	3414	100	3	276	1500	{50,50,-50}	1123	228	50	711	216	{0,0,0,0,0}	4	8	162	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000002	4000	2	1	[]
1130005	摄魂妖	55	2	3520	100	3	291	1500	{50,50,-50}	1128	233	50	715	220	{0,0,0,0,0}	4	8	165	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000059	4000	2	1	[]
1140001	贼兵	56	2	3699	100	3	306	1500	{50,50,-50}	1151	256	50	737	242	{0,0,0,0,0}	4	8	168	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000059	4000	2	1	[]
1140002	刺客	57	2	3802	100	3	321	1500	{50,50,-50}	1155	260	50	741	246	{0,0,0,0,0}	4	8	171	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000059	4000	2	1	[]
1140003	叛军	58	2	3991	100	3	336	1500	{50,50,-50}	1177	282	50	762	267	{0,0,0,0,0}	4	8	174	0	0	[{560000001,1}]	0	{0,0,0}	1	0	20	1	[]	410000056	4000	2	1	[]
