id	isactivity	level	limittime	required	prevquestid	nextquestid	rewrules	rewitem	choiceitemid	rewxp	reworreqmoney	reqmob	reqmobitem	objectivemsg	objectivetext	acc_script	on_acc_script	com_script	on_com_script	direct_com_disable
100500026	0	39	0	{0,1,100}	[100500025]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[{1050006,20}]	[]	[]	[除掉(僵尸,1050006)@1，回复(石倩倩,2050005)]	[]	[]	[]	[]	0
100500027	0	39	0	{0,1,100}	[100500026]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[和(石倩倩,2050005)谈谈]	[]	[]	[]	[]	0
100500028	0	39	0	{0,1,100}	[100500027]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[和(石惊天,2050008)谈谈]	[]	[]	[]	[]	0
100500029	0	39	0	{0,1,100}	[100500028]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[{1050007,20}]	[]	[]	[除掉(媚妖,1050007)@1，回复(石惊天,2050008)]	[]	[]	[]	[]	0
100500030	0	39	0	{0,1,100}	[100500029]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[回见(玄袆天师,2030001)]	[]	[]	[]	[]	0
100700001	0	41	0	{0,41,100}	[100300059]	{[],[],[]}	[]	[]	[]	210000	[{1,615}]	[]	[]	[]	[和(江紫崖,2070001)聊聊]	[]	[]	[]	[]	0
100700002	0	41	0	{0,41,100}	[100700001]	{[],[],[]}	[]	[]	[]	210000	[{1,615}]	[]	[]	[]	[和(江紫崖,2070001)聊聊]	[]	[]	[]	[]	0
100700003	0	41	0	{0,41,100}	[100700002]	{[],[],[]}	[]	[]	[]	210000	[{1,615}]	[{1070001,30}]	[]	[]	[除掉(飞云豹,1070001)@1，回复(江紫崖,2070001)]	[]	[]	[]	[]	0
100700004	0	41	0	{0,41,100}	[100700003]	{[],[],[]}	[]	[{13050011,1}]	[]	139762	[{1,615}]	[]	[]	[]	[和(炼器宗师·明月,2030005)聊聊]	[]	[]	[]	[]	0
100700005	0	42	0	{0,42,100}	[100300018]	{[],[],[]}	[]	[]	[]	220000	[{1,630}]	[{1070002,30}]	[]	[]	[除掉(雪域妖狼,1070002)@1，回复(江紫崖,2070001)]	[]	[]	[]	[]	0
100700006	0	42	0	{0,42,100}	[100700005]	{[],[],[]}	[]	[]	[]	220000	[{1,630}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100700007	0	42	0	{0,42,100}	[100700006]	{[],[],[]}	[]	[]	[]	220000	[{1,630}]	[]	[]	[]	[回到有熊城找(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100700008	0	43	0	{0,43,100}	[100300060]	{[],[],[]}	[]	[]	[]	230000	[{1,645}]	[]	[]	[]	[拜访(严火根,2070002)]	[]	[]	[]	[]	0
100700009	0	43	0	{0,43,100}	[100700008]	{[],[],[]}	[]	[]	[]	230000	[{1,645}]	[]	[]	[]	[和(严火根,2070002)谈谈]	[]	[]	[]	[]	0
100700010	0	43	0	{0,43,100}	[100700009]	{[],[],[]}	[]	[]	[]	230000	[{1,645}]	[]	[]	[]	[和(严火根,2070002)谈谈]	[]	[]	[]	[]	0
100700011	0	43	0	{0,43,100}	[100700010]	{[],[],[]}	[]	[]	[]	230000	[{1,645}]	[{1070003,30}]	[]	[]	[除掉(朱厌,1070003)@1，回复(严火根,2070002)]	[]	[]	[]	[]	0
100700012	0	44	0	{0,44,100}	[100700011]	{[],[],[]}	[]	[]	[]	240000	[{1,660}]	[]	[]	[]	[拜访(屠十三,2070002)]	[]	[]	[]	[]	0
100700013	0	44	0	{0,44,100}	[100700012]	{[],[],[]}	[]	[]	[]	240000	[{1,660}]	[]	[]	[]	[和(屠十三,2070003)谈谈]	[]	[]	[]	[]	0
100700014	0	44	0	{0,44,100}	[100700013]	{[],[],[]}	[]	[]	[]	240000	[{1,660}]	[]	[]	[]	[和(严火根,2070002)谈谈]	[]	[]	[]	[]	0
100700015	0	45	0	{0,45,100}	[100700014]	{[],[],[]}	[]	[]	[]	250000	[{1,675}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100700016	0	45	0	{0,45,100}	[100300062]	{[],[],[]}	[]	[]	[]	250000	[{1,675}]	[{1070004,30}]	[]	[]	[除掉(猪妖,1070004)@1，回复(宋玉峰,2070004)]	[]	[]	[]	[]	0
100700017	0	46	0	{0,46,100}	[100700016]	{[],[],[]}	[]	[]	[]	260000	[{1,690}]	[{3130001,1}]	[]	[]	采集[(魔族水晶,3130001)@1，把魔族水晶带给(宋玉峰,2070004)]	[]	[]	[]	[]	0
100700018	0	46	0	{0,46,100}	[100700017]	{[],[],[]}	[]	[]	[]	260000	[{1,690}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100700019	0	46	0	{0,46,100}	[100700018]	{[],[],[]}	[]	[]	[]	260000	[{1,690}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100700020	0	46	0	{0,46,100}	[100700019]	{[],[],[]}	[]	[]	[]	260000	[{1,690}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100700021	0	47	0	{0,47,100}	[100700020]	{[],[],[]}	[]	[]	[]	270000	[{1,705}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100700022	0	47	0	{0,47,100}	[100300063]	{[],[],[]}	[]	[]	[]	270000	[{1,705}]	[{1070005,30}]	[]	[]	[除掉(恶鬼枭,1070005)@1，回复(严火根,2070002)]	[]	[]	[]	[]	0
100700023	0	47	0	{0,47,100}	[100700022]	{[],[],[]}	[]	[]	[]	270000	[{1,705}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100700024	0	48	0	{0,48,100}	[100300064]	{[],[],[]}	[]	[]	[]	280000	[{1,720}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100700025	0	48	0	{0,48,100}	[100700024]	{[],[],[]}	[]	[]	[]	280000	[{1,720}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100700026	0	49	0	{0,49,100}	[100700025]	{[],[],[]}	[]	[]	[]	280000	[{1,720}]	[]	[]	[]	[和(宋玉峰,2070004)谈谈]	[]	[]	[]	[]	0
100700027	0	49	0	{0,49,100}	[100700026]	{[],[],[]}	[]	[]	[]	290000	[{1,735}]	[]	[]	[]	[和(宋玉峰,2070004)谈谈]	[]	[]	[]	[]	0
100700028	0	49	0	{0,49,100}	[100700027]	{[],[],[]}	[]	[]	[]	290000	[{1,735}]	[{1070007,30}]	[]	[]	[除掉(嗜血猛虎,1070007)@1，回复(宋玉峰,2070004)]	[]	[]	[]	[]	0
100700029	0	49	0	{0,49,100}	[100700028]	{[],[],[]}	[]	[]	[]	290000	[{1,735}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
101000001	0	22	0	{0,1,100}	[100300011]	{[],[],[]}	[]	[]	[]	33179	[{1,285}]	[]	[]	[]	[拜访飞虎岭的(小倩,2100003)]	[]	[]	[]	[]	0
101000002	0	22	0	{0,1,100}	[101000001]	{[],[],[]}	[]	[]	[]	35737	[{1,300}]	[]	[]	[]	[拜访(渺渺,2100004)]	[]	[]	[]	[]	0
101000003	0	23	0	{0,1,100}	[101000002]	{[],[],[]}	[]	[]	[]	37208	[{1,300}]	[]	[]	[]	[拜访(明霞,2100005)]	[]	[]	[]	[]	0
101000004	0	23	0	{0,1,100}	[101000003]	{[],[],[]}	[]	[]	[]	45000	[{1,315}]	[]	[]	[]	[回复(渺渺,2100004)]	[]	[]	[]	[]	0
101000005	0	24	0	{0,1,100}	[101000004]	{[],[],[]}	[]	[{12011311,1}]	[]	65000	[{1,315}]	[{1100001,5}]	[]	[]	[除掉(流氓,1100001)@1，回复(明霞,2100005)]	[]	[]	[]	[]	0
101000006	0	24	0	{0,1,100}	[101000005]	{[],[],[]}	[]	[{11020201,1}]	[]	114328	[{1,330}]	[{3100001,1}]	[]	[]	[采集(幽冥草,3100001)@1，送给(小倩,2100003)]	[]	[]	[]	[]	0
101000007	0	25	0	{0,1,100}	[101000006]	{[],[],[]}	[]	[]	[]	136899	[{1,345}]	[]	[]	[]	[拜访(秦雪,2050004)]	[]	[]	[]	[]	0
101000008	0	25	0	{0,1,100}	[101000007]	{[],[],[]}	[]	[{12011611,1}]	[]	154407	[{1,360}]	[{1100002,6}]	[]	[]	[除掉(野狗,1100002)@1，回复(小倩,2100003)]	[]	[]	[]	[]	0
101000009	0	26	0	{0,1,100}	[101000008]	{[],[],[]}	[]	[]	[]	165317	[{1,375}]	[]	[]	[]	[拜访(明霞,2100005)]	[]	[]	[]	[]	0
101000010	0	26	0	{0,1,100}	[101000009]	{[],[],[]}	[]	[]	[]	83167	[{1,390}]	[]	[]	[]	[拜访(秦雪,2050004)]	[]	[]	[]	[]	0
101000011	0	27	0	{0,1,100}	[101000010]	{[],[],[]}	[]	[{12011411,1}]	[]	96723	[{1,390}]	[{1100003,8}]	[]	[]	[除掉(地痞,1100003)@1，回复(小倩,2100003)]	[]	[]	[]	[]	0
101000012	0	27	0	{0,1,100}	[101000011]	{[],[],[]}	[]	[]	[]	188391	[{1,405}]	[]	[]	[]	[拜访(明霞,2100005)]	[]	[]	[]	[]	0
101000013	0	28	0	{0,1,100}	[101000012]	{[],[],[]}	[]	[]	[]	201099	[{1,420}]	[]	[]	[]	[拜访(秦雪,2050004)]	[]	[]	[]	[]	0
101000014	0	29	0	{0,1,100}	[101000013]	{[],[],[]}	[]	[]	[]	259875	[{1,435}]	[{1100005,10}]	[]	[]	[击杀(强盗头领,1100005)@1，回复(小倩,2100003)]	[]	[]	[]	[]	0
101000015	0	29	0	{0,1,100}	[101000014]	{[],[],[]}	[]	[{12011511,1}]	[]	82131	[{1,450}]	[]	[]	[]	[回报(大将军·有雄霸,2030028)]	[]	[]	[]	[]	0
101000016	0	30	0	{0,1,100}	[101000015]	{[],[],[]}	[]	[]	[]	82131	[{1,450}]	[]	[]	[]	[拜访(玄袆天师,2030001)]	[]	[]	[]	[]	0
101000017	0	30	0	{0,1,100}	[101000016]	{[],[],[]}	[]	[]	[]	82131	[{1,450}]	[]	[]	[]	[拜访(幽云子,2030009)]	[]	[]	[]	[]	0
101000018	0	30	0	{0,1,100}	[101000017]	{[],[],[]}	[]	[]	[]	82131	[{1,450}]	[]	[]	[]	[和(幽云子,2030009)谈谈]	[]	[]	[]	[]	0
101300001	0	53	0	{0,53,100}	[100300077]	{[],[],[]}	[]	[]	[]	330000	[{1,795}]	[]	[]	[]	[和(摘星子,2130002)谈谈]	[]	[]	[]	[]	0
101300002	0	53	0	{0,53,100}	[101300001]	{[],[],[]}	[]	[{13050011,1}]	[]	330000	[{1,795}]	[{1130002,50}]	[]	[]	[除掉(媚灵狐,1130002)@1，回复(摘星子,2130002)]	[]	[]	[]	[]	0
101300003	0	53	0	{0,53,100}	[101300002]	{[],[],[]}	[]	[]	[]	330000	[{1,795}]	[]	[]	[]	[和(摘星子,2130002)谈谈]	[]	[]	[]	[]	0
101300004	0	53	0	{0,53,100}	[101300003]	{[],[],[]}	[]	[]	[]	330000	[{1,795}]	[]	[]	[]	[和(唐青,2130003)谈谈]	[]	[]	[]	[]	0
101300005	0	54	0	{0,54,100}	[101300004]	{[],[],[]}	[]	[]	[]	340000	[{1,810}]	[]	[]	[]	[和(唐青,2130003)谈谈]	[]	[]	[]	[]	0
101300006	0	54	0	{0,54,100}	[101300005]	{[],[],[]}	[]	[{13050011,1}]	[]	340000	[{1,810}]	[{1130003,50}]	[]	[]	[除掉(孤魂,1130003)@1，回复(唐青,2130003)]	[]	[]	[]	[]	0
101300007	0	54	0	{0,54,100}	[101300006]	{[],[],[]}	[]	[]	[]	340000	[{1,810}]	[]	[]	[]	[和(唐青,2130003)谈谈]	[]	[]	[]	[]	0
101300008	0	54	0	{0,54,100}	[101300007]	{[],[],[]}	[]	[]	[]	340000	[{1,810}]	[]	[]	[]	[和(大剑师,2130001)谈谈]	[]	[]	[]	[]	0
101300009	0	55	0	{0,55,100}	[101300008]	{[],[],[]}	[]	[{13050011,1}]	[]	350000	[{1,825}]	[{1130004,50}]	[]	[]	[除掉(野鬼,1130004)@1，回复(大剑师,2130001)]	[]	[]	[]	[]	0
101300010	0	55	0	{0,55,100}	[101300009]	{[],[],[]}	[]	[]	[]	350000	[{1,825}]	[]	[]	[]	[和(唐青,2130003)谈谈]	[]	[]	[]	[]	0
101300011	0	55	0	{0,55,100}	[101300010]	{[],[],[]}	[]	[]	[]	350000	[{1,825}]	[{3130003,3}]	[]	[]	[采集(小麦,3130003)@1，把小麦带给(唐青,2130003)]	[]	[]	[]	[]	0
101300012	0	55	0	{0,55,100}	[101300011]	{[],[],[]}	[]	[]	[]	350000	[{1,825}]	[]	[]	[]	[和(唐青,2130003)谈谈]	[]	[]	[]	[]	0
101300013	0	56	0	{0,56,100}	[101300012]	{[],[],[]}	[]	[]	[]	360000	[{1,840}]	[]	[]	[]	[和(唐青,2130003)谈谈]	[]	[]	[]	[]	0
101300014	0	56	0	{0,56,100}	[101300013]	{[],[],[]}	[]	[]	[]	360000	[{1,840}]	[{3130003,3}]	[]	[]	[采集(小麦,3130003)@1，把小麦带给(唐青,2130003)]	[]	[]	[]	[]	0
101300015	0	56	0	{0,56,100}	[101300014]	{[],[],[]}	[]	[]	[]	360000	[{1,840}]	[]	[]	[]	[和(大剑师,2130001)谈谈]	[]	[]	[]	[]	0
101300016	0	56	0	{0,56,100}	[101300015]	{[],[],[]}	[]	[]	[]	360000	[{1,840}]	[]	[]	[]	[和(大剑师,2130001)谈谈]	[]	[]	[]	[]	0
101300017	0	57	0	{0,57,100}	[101300016]	{[],[],[]}	[]	[]	[]	370000	[{1,855}]	[]	[]	[]	[和(摘星子,2130002)谈谈]	[]	[]	[]	[]	0
101300018	0	57	0	{0,57,100}	[101300017]	{[],[],[]}	[]	[]	[]	370000	[{1,855}]	[]	[]	[]	[和(摘星子,2130002)谈谈]	[]	[]	[]	[]	0
101300019	0	57	0	{0,57,100}	[101300018]	{[],[],[]}	[]	[]	[]	370000	[{1,855}]	[{1130003,50}]	[]	[]	[除掉(孤魂,1130003)@1，回复(摘星子,2130002)]	[]	[]	[]	[]	0
101300020	0	57	0	{0,57,100}	[101300019]	{[],[],[]}	[]	[]	[]	370000	[{1,855}]	[{1130004,50}]	[]	[]	[除掉(野鬼,1130004)@1，回复(摘星子,2130002)]	[]	[]	[]	[]	0
101300021	0	58	0	{0,58,100}	[101300020]	{[],[],[]}	[]	[]	[]	380000	[{1,870}]	[]	[]	[]	[和(大剑师,2130001)谈谈]	[]	[]	[]	[]	0
101300022	0	58	0	{0,58,100}	[101300021]	{[],[],[]}	[]	[]	[]	380000	[{1,870}]	[]	[]	[]	[和(大剑师,2130001)谈谈]	[]	[]	[]	[]	0
101300023	0	58	0	{0,58,100}	[101300022]	{[],[],[]}	[]	[{13010011,10}]	[]	380000	[{1,870}]	[{1130005,50}]	[]	[]	[除掉(摄魂妖,1130005)@1，回复(大剑师,2130001)]	[]	[]	[]	[]	0
101300024	0	58	0	{0,58,100}	[101300023]	{[],[],[]}	[]	[]	[]	380000	[{1,870}]	[]	[]	[]	[和(摘星子,2130002)谈谈]	[]	[]	[]	[]	0
101400001	0	59	0	{0,59,100}	[101300024]	{[],[],[]}	[]	[]	[]	390000	[{1,885}]	[{3140001,1}]	[]	[]	[采集(洞冥草,3140001)@1，把洞冥草带给(摘星子,2130002)]	[]	[]	[]	[]	0
101400002	0	59	0	{0,59,100}	[101400001]	{[],[],[]}	[]	[]	[]	390000	[{1,885}]	[]	[]	[]	[和(摘星子,2130002)谈谈]	[]	[]	[]	[]	0
101400003	0	59	0	{0,59,100}	[101400002]	{[],[],[]}	[]	[]	[]	390000	[{1,885}]	[]	[]	[]	[和(国师·姬鲲鹏,2140005)谈谈]	[]	[]	[]	[]	0
101400004	0	59	0	{0,59,100}	[101400003]	{[],[],[]}	[]	[{13190011,1}]	[]	390000	[{1,885}]	[]	[]	[]	[和(国师·姬鲲鹏,2140005)谈谈]	[]	[]	[]	[]	0
101400005	0	60	0	{0,60,100}	[101400004]	{[],[],[]}	[]	[]	[]	400000	[{1,900}]	[{1140001,50}]	[]	[]	[除掉(贼兵,1140001)@1，回复(国师·姬鲲鹏,2140005)]	[]	[]	[]	[]	0
101400006	0	60	0	{0,60,100}	[101400005]	{[],[],[]}	[]	[]	[]	400000	[{1,900}]	[{1140002,50}]	[]	[]	[除掉(刺客,1140002)@1，回复(国师·姬鲲鹏,2140005)]	[]	[]	[]	[]	0
101400007	0	60	0	{0,60,100}	[101400006]	{[],[],[]}	[]	[]	[]	400000	[{1,900}]	[]	[]	[]	[和(国师·姬鲲鹏,2140005)谈谈]	[]	[]	[]	[]	0
101400008	0	60	0	{0,60,100}	[101400007]	{[],[],[]}	[]	[]	[]	400000	[{1,900}]	[{1140003,50}]	[]	[]	[除掉(统领,1140003)@1，回复(国师·姬鲲鹏,2140005)]	[]	[]	[]	[]	0
101400009	0	60	0	{0,60,100}	[101400008]	{[],[],[]}	[]	[{13070041,1}]	[]	0	[{1,900}]	[{1140010,1}]	[]	[]	[消灭(骷髅鬼兵,1140010)@1，回复(国师·姬鲲鹏,2140005)]	[]	[]	[]	[]	0
110001001	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[]	[]	[{{obt_item,11010101},add_to,2}]	[购买(凡品断续胶,11010101)，回复(仙盟·云中仙,2030024)]	[]	[]	quest_buy_item	quest_buy_item	0
110001002	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[]	[]	[{{obt_item,12010101},add_to,1}]	[购买(煅星重剑,12010101)，回复(仙盟·云中仙,2030024)]	[]	[]	quest_buy_item	quest_buy_item	0
110001003	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[]	[]	[{{obt_item,[13090011,13090010]},add_to,1}]	[收集(星之砂碎片,13090011)，回复(仙盟·云中仙,2030024)]	[]	[]	quest_buy_itemlist	quest_buy_itemlist	0
110001004	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[]	[]	[{{obt_item,[13110011,13110010]},add_to,1}]	[收集(海蓝宝石,13110011)，回复(仙盟·云中仙,2030024)]	[]	[]	quest_buy_itemlist	quest_buy_itemlist	0
110001005	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[]	[]	[{{obt_item,[13110021,13110020]},add_to,1}]	[收集(朱炎宝石,13110021)，回复(仙盟·云中仙,2030024)]	[]	[]	quest_buy_itemlist	quest_buy_itemlist	0
110001006	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[{3020001,1}]	[]	[]	[采集(西域奇花,3020001)，回复(仙盟·云中仙,2030024)]	[]	[]	[]	[]	0
110001007	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[{1050001,10}]	[]	[]	[前往{飞虎岭,1050001}击杀10只(雪狼,1050001)@1，回复(仙盟·云中仙,2030024)]	[]	[]	[]	[]	0
110001008	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[{1020002,10}]	[]	[]	[前往{落阳道,1020002}击杀10只(猞猁,1020002)@1，回复(仙盟·云中仙,2030024)]	[]	[]	[]	[]	0
110001009	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[]	[]	0	[{10,2}]	[]	[]	[{{obt_item,15030041},add_to,1}]	[购买(茯苓饼,15030041)，回复(仙盟·云中仙,2030024)]	[]	[]	quest_buy_item	quest_buy_item	0
110001010	1	30	0	{0,30,100}	[]	{[],[],[]}	[]	[{19000521,1}]	[]	0	[{10,2}]	[]	[]	[{{obt_item,21080001},add_to,1}]	[购买(凡品仙宠灵药,21080001)，回复(仙盟·云中仙,2030024)]	[]	[]	quest_buy_item	quest_buy_item	0
110002001	2	37	0	{0,37,46}	[]	{[],[],[]}	[]	[]	[]	3600	[{1,300}]	[{1050007,80}]	[]	[]	[前往{飞虎岭,1050007}击杀80只(媚妖,1050007)@1，回复(风行者,2030013)]	[]	[]	[]	[]	3
110003001	3	47	0	{0,47,56}	[]	{[],[],[]}	[]	[]	[]	3600	[{1,400}]	[{1070007,80}]	[]	[]	[前往{妙玉山,1070007}击杀80头(嗜血猛虎,1070007)@1，回复(风行者,2030013)]	[]	[]	[]	[]	3
110004001	4	57	0	{0,57,66}	[]	{[],[],[]}	[]	[]	[]	3600	[{1,500}]	[{1150002,80}]	[]	[]	[前往{星陨峰,1150002}击杀80名(妖瞳鬼火,1150002)@1，回复(风行者,2030013)]	[]	[]	[]	[]	3
110010001	10	37	0	{0,37,46}	[]	{[],[],[]}	[]	[]	[]	3600	[{1,300}]	[{1050007,80}]	[]	[]	[前往{飞虎岭,1050007}击杀80只(媚妖,1050007)@1，回复(赏善榜,2030014)]	{quest_is_has_items,[[{[15000011,15000010],1}]]}	{quest_destroy_items,[[{[15000011,15000010],1}]]}	[]	[]	3
110011001	11	47	0	{0,47,56}	[]	{[],[],[]}	[]	[]	[]	3600	[{1,400}]	[{1070007,80}]	[]	[]	[前往{妙玉山,1070007}击杀80头(嗜血猛虎,1070007)@1，回复(赏善榜,2030014)]	{quest_is_has_items,[[{[15000011,15000010],1}]]}	{quest_destroy_items,[[{[15000011,15000010],1}]]}	[]	[]	3
110012001	12	57	0	{0,57,66}	[]	{[],[],[]}	[]	[]	[]	3600	[{1,500}]	[{1150002,80}]	[]	[]	[前往{星陨峰,1150002}击杀80名(妖瞳鬼火,1150002)@1，回复(赏善榜,2030014)]	{quest_is_has_items,[[{[15000011,15000010],1}]]}	{quest_destroy_items,[[{[15000011,15000010],1}]]}	[]	[]	3
110020001	20	35	0	{0,35,44}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,600}]	[{1030901,40}]	[]	[]	[在第一层击杀(金灵,1030901)@1，回复(通天上师·了尘,2030901)]	[]	[]	[]	[]	3
110020002	20	35	0	{0,35,44}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,600}]	[{1030902,40}]	[]	[]	[在第一层击杀(木妖,1030902)@1，回复(通天上师·了尘,2030901)]	[]	[]	[]	[]	3
110020003	20	35	0	{0,35,44}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,600}]	[{1030903,40}]	[]	[]	[在第一层击杀(水魂,1030903)@1，回复(通天上师·了尘,2030901)]	[]	[]	[]	[]	3
110020004	20	35	0	{0,35,44}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,600}]	[{1030904,40}]	[]	[]	[在第一层击杀(火鬼,1030904)@1，回复(通天上师·了尘,2030901)]	[]	[]	[]	[]	3
110020005	20	35	0	{0,35,44}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,600}]	[{1030905,40}]	[]	[]	[在第一层击杀(土傀,1030905)@1，回复(通天上师·了尘,2030901)]	[]	[]	[]	[]	3
110021001	21	45	0	{0,45,54}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,900}]	[{1031001,60}]	[]	[]	[在第二层击杀(金灵,1031001)@1，回复(通天上师·云啸,2031001)]	[]	[]	[]	[]	3
110021002	21	45	0	{0,45,54}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,900}]	[{1031002,60}]	[]	[]	[在第二层击杀(木妖,1031002)@1，回复(通天上师·云啸,2031001)]	[]	[]	[]	[]	3
110021003	21	45	0	{0,45,54}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,900}]	[{1031003,60}]	[]	[]	[在第二层击杀(水魂,1031003)@1，回复(通天上师·云啸,2031001)]	[]	[]	[]	[]	3
110021004	21	45	0	{0,45,54}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,900}]	[{1031004,60}]	[]	[]	[在第二层击杀(火鬼,1031004)@1，回复(通天上师·云啸,2031001)]	[]	[]	[]	[]	3
110021005	21	45	0	{0,45,54}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,900}]	[{1031005,60}]	[]	[]	[在第二层击杀(土傀,1031005)@1，回复(通天上师·云啸,2031001)]	[]	[]	[]	[]	3
110022001	22	55	0	{0,55,64}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,1200}]	[{1032001,80}]	[]	[]	[在第三层击杀(金灵,1032001)@1，回复(通天上师·龙欣,2031101)]	[]	[]	[]	[]	3
110022002	22	55	0	{0,55,64}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,1200}]	[{1032002,80}]	[]	[]	[在第三层击杀(木妖,1032002)@1，回复(通天上师·龙欣,2031101)]	[]	[]	[]	[]	3
110022003	22	55	0	{0,55,64}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,1200}]	[{1032003,80}]	[]	[]	[在第三层击杀(水魂,1032003)@1，回复(通天上师·龙欣,2031101)]	[]	[]	[]	[]	3
110022004	22	55	0	{0,55,64}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,1200}]	[{1032004,80}]	[]	[]	[在第三层击杀(火鬼,1032004)@1，回复(通天上师·龙欣,2031101)]	[]	[]	[]	[]	3
110022005	22	55	0	{0,55,64}	[]	{[],[],[]}	[]	[]	[]	6000	[{1,1200}]	[{1032005,80}]	[]	[]	[在第三层击杀(土傀,1032005)@1，回复(通天上师·龙欣,2031101)]	[]	[]	[]	[]	3
110030001	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1050004,100}]	[]	[]	[前往{飞虎岭,1050004}击杀100名(黑豹,1050004)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
110030002	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1050006,100}]	[]	[]	[前往{飞虎岭,1050006}击杀100名(僵尸,1050006)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
110030003	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1050007,100}]	[]	[]	[前往{飞虎岭,1050007}击杀100名(媚妖,1050007)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
110030004	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1070001,100}]	[]	[]	[前往{妙玉山,1070001}击杀100名(飞云豹,1070001)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
110030005	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1070002,100}]	[]	[]	[前往{妙玉山,1070002}击杀100名(雪域妖狼,1070002)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
110030006	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1070003,100}]	[]	[]	[前往{妙玉山,1070003}击杀100名(朱厌,1070003)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
110030007	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1070004,100}]	[]	[]	[前往{妙玉山,1070004}击杀100名(猪妖,1070004)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
110030008	30	39	0	{0,39,46}	[]	{[],[],[]}	[]	[]	[]	3840	[{1,400}]	[{1070005,100}]	[]	[]	[前往{妙玉山,1070005}击杀100名(恶鬼枭,1070005)@1，回复(大将军·有熊霸,2030028)]	[]	[]	[]	[]	5
