id	droplist
{98,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{97,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{96,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{95,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{94,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{93,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{92,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{91,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{90,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{89,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{88,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{87,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{86,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{85,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{84,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{83,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{82,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{81,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{80,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{79,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{78,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{77,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{76,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{75,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{74,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{73,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{72,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{71,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{70,2}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{69,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{68,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{67,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{66,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{65,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{64,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{63,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{62,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{61,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{60,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{59,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{58,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{57,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{56,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{55,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{54,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{53,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{52,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{51,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{50,2}	[{1,60,[10301]},{2,180,[10302]},{3,300,[10303]},{4,600,[10304]},{5,900,[10305]},{6,1800,[10306]},{7,1800,[10307]},{8,1800,[10308]},{9,1800,[10309]},{10,1800,[10310]},{11,1800,[10311]},{12,1800,[10312]}]
{49,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{48,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{47,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{46,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{45,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{44,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{43,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{42,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{41,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{40,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{39,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{38,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{37,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{36,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{35,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{34,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{33,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{32,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{31,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{30,2}	[{1,60,[10201]},{2,180,[10202]},{3,300,[10203]},{4,600,[10204]},{5,900,[10205]},{6,1800,[10206]},{7,1800,[10207]},{8,1800,[10208]},{9,1800,[10209]},{10,1800,[10210]},{11,1800,[10211]},{12,1800,[10212]}]
{29,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{28,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{27,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{26,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{25,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{24,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{23,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{22,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{21,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{20,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{19,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{18,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{17,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{16,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{15,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{14,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{13,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{12,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{11,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{10,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{9,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{8,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{7,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{6,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{5,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{4,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{3,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{2,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{1,2}	[{1,60,[10101]},{2,180,[10102]},{3,300,[10103]},{4,600,[10104]},{5,900,[10105]},{6,1800,[10106]},{7,1800,[10107]},{8,1800,[10108]},{9,1800,[10109]},{10,1800,[10110]},{11,1800,[10111]},{12,1800,[10112]}]
{100,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{99,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{98,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
{97,1}	[{1,60,[10401]},{2,180,[10402]},{3,300,[10403]},{4,600,[10404]},{5,900,[10405]},{6,1800,[10406]},{7,1800,[10407]},{8,1800,[10408]},{9,1800,[10409]},{10,1800,[10410]},{11,1800,[10411]},{12,1800,[10412]}]
