id	entry	type	events	conditions	chance	maxcount	skill	target	cooldown	msgs	script	next_ai
161	1700605	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700608]}	[]
162	1700703	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700709]}	[]
163	1700704	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700710]}	[]
164	1700705	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700708]}	[]
165	1700803	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700809]}	[]
166	1700804	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700810]}	[]
167	1700805	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700808]}	[]
168	1700903	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700909]}	[]
169	1700904	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700910]}	[]
170	1700905	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700908]}	[]
171	1701003	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701009]}	[]
172	1701004	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701010]}	[]
173	1701005	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701008]}	[]
174	1701103	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701109]}	[]
175	1701104	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701110]}	[]
176	1701105	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701108]}	[]
177	1701203	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701209]}	[]
178	1701204	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701210]}	[]
179	1701205	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701208]}	[]
180	1701303	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701309]}	[]
181	1701304	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701310]}	[]
182	1701305	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701308]}	[]
183	1701403	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701409]}	[]
184	1701404	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701410]}	[]
185	1701405	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701408]}	[]
186	1701503	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701509]}	[]
187	1701504	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701510]}	[]
188	1701505	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701508]}	[]
189	1701603	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701609]}	[]
190	1701604	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701610]}	[]
191	1701605	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701608]}	[]
192	1701703	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701709]}	[]
193	1701704	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701710]}	[]
194	1701705	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701708]}	[]
195	1701803	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701809]}	[]
196	1701804	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701810]}	[]
197	1701805	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701808]}	[]
198	1701903	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1701909]}	[]
199	1701904	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1701910]}	[]
200	1701905	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1701908]}	[]
201	1702003	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1702009]}	[]
202	1702004	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1702010]}	[]
203	1702005	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1702008]}	[]
204	1702103	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1702109]}	[]
205	1702104	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1702110]}	[]
206	1702105	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1702108]}	[]
207	1702203	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1702209]}	[]
208	1702204	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1702210]}	[]
209	1702205	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1702208]}	[]
210	1702303	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1702309]}	[]
211	1702304	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1702310]}	[]
212	1702305	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1702308]}	[]
213	1702403	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1702409]}	[]
214	1702404	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1702410]}	[]
215	1702405	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1702408]}	[]
216	2033901	1	[3]	[]	100	1000000	0	2	30000	[坦白从宽，抗拒从严，速速去商城买了赦免令，我可放你一马。]	[]	[]
217	1033901	3	[7]	[]	100	100	0	2	0	[]	{npc_clear_crime_monster,clear_crime,[5]}	[]
218	1033902	3	[7]	[]	100	100	0	2	0	[]	{npc_clear_crime_monster,clear_crime,[10]}	[]
219	1800804	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[狂暴虵龙，听我召唤！]	{normal_ai,summon_creature_in_pos,[2,[8008002]]}	[]
220	1800305	1	[0]	[{normal_ai,selfhppercent_less_than,[80]}]	30	5	781000004	1	15000	[火焰雨！]	[]	[]
221	1800305	3	[0]	[{normal_ai,selfhppercent_less_than,[50]}]	30	4	0	1	15000	[黑血诅咒！]	{normal_ai,give_target_buff,[[{780000004,1}]]}	[]
222	1000001	3	[7]	[]	100	1	0	1	0	[]	{npc_treasure,give_gift_by_rules,[[22155]]}	[]
223	1000002	3	[7]	[]	100	1	0	1	0	[]	{npc_treasure,give_gift_by_rules,[[22156]]}	[]
224	1000003	3	[7]	[]	100	1	0	1	0	[]	{npc_treasure,give_gift_by_rules,[[22157]]}	[]
225	1000004	3	[7]	[]	100	1	0	1	0	[]	{npc_treasure,give_gift_by_rules,[[22158]]}	[]
10001	1100102	3	[4]	[]	8	1	0	0	1000	[有的小怪不厚道私设小金库，背着老大藏材料~]	[]	[]
10002	1100103	3	[2]	[]	100	1	0	0	1000	[一身绿装的凡人，也敢来抢我的蓝装？找死！！]	[]	[]
10003	1100104	3	[4]	[]	6	1	0	0	1000	[听说夜叉以前是铁匠~]	[]	[]
10004	1100105	3	[2]	[]	100	1	0	0	1000	[以你的造物能力，可以制造出紫装何必要抢我的蓝装~]	[]	[]
10005	1060305	3	[2]	[]	100	1	0	0	1000	[把我打爽了，没准掉把紫武器给你~]	[]	[]
10006	1200101	3	[4]	[]	5	1	0	0	1000	[嗷嗷~1.5倍经验丹要用在刀刃上，这里不用哪里用？]	[]	[]
10007	1200102	3	[4]	[]	5	1	0	0	1000	[实力和效率直接挂钩，多强化自己干什么都快~]	[]	[]
10008	1200103	3	[4]	[]	5	1	0	0	1000	[看你长得帅偷偷告诉你，提升修为的同时可以获得大量经验~]	[]	[]
10009	1200104	3	[4]	[]	5	1	0	0	1000	[我也告诉你个秘密，别人提升修为时你可以靠近蹭经验~]	[]	[]
10010	1200105	3	[2]	[]	100	1	0	0	1000	[这攻击还不够，星阶宝石器灵什么的你弄了几个？]	[]	[]
10011	1120118	3	[4]	[]	7	1	0	0	1000	[连件紫都没，完成“目标”领材料，制造件紫装很容易~]	[]	[]
10012	1120119	3	[4]	[]	7	1	0	0	1000	[你有这么多灵石碎片？不如送给我合成吧~]	[]	[]
10013	1120120	3	[2]	[]	100	1	0	0	1000	[蓝哇哇的装备就想打劫吗？制造几件紫装再说吧~]	[]	[]
10014	1032103	3	[4]	[]	6	1	0	0	1000	[想坚持更久，把装备升星阶再来吧~]	[]	[]
10015	1032104	3	[2]	[]	100	1	0	0	1000	[这实力？不如去寻宝吧，人品好没准拿个金装！]	[]	[]
10016	1700101	3	[4]	[]	5	1	0	0	1000	[看不下去，太逊了~有了紫装，器了灵再来挑战还差不多~]	[]	[]
10017	1100004	3	[2]	[]	100	1	0	0	1000	[大侠，做老大真的不容易，天天被打劫、、、]	[]	[]
10018	1100101	3	[4]	[]	7	1	0	0	1000	[快帮我解脱吧，里边的耗子太丑了。]	[]	[]
10019	1060301	3	[4]	[]	6	1	0	0	1000	[看什么看，我不是玉米棒子，我是死灵花。]	[]	[]
10020	1060302	3	[2]	[]	100	1	0	0	1000	[我这么美，你舍得打我吗，小可怜~]	[]	[]
10021	1060303	3	[4]	[]	6	1	0	0	1000	[我是一只来自北方的狼~嗷嗷~北方的狼~]	[]	[]
10022	1060304	3	[4]	[]	6	1	0	0	1000	[别想逃跑，我走的可是凌波微步~]	[]	[]
10023	1080101	3	[4]	[]	7	1	0	0	1000	[这级别，这装备？还不够看！]	[]	[]
10024	1080102	3	[4]	[]	7	1	0	0	1000	[头可断，发型不可乱！]	[]	[]
10025	1080103	3	[2]	[]	100	1	0	0	1000	[小弟不靠谱，还得靠大哥！嚯~嚯~]	[]	[]
10026	1080104	3	[4]	[]	7	1	0	0	1000	[比起你们年轻人，我的发型更酷！]	[]	[]
10027	1080105	3	[2]	[]	100	1	0	0	1000	[我给你变四条腿的机会，你变吗？我，至今没买到裤子~]	[]	[]
10028	4410101	3	[2]	[]	100	0	0	0	300000	[是谁召唤了我？这里？不是卡利姆多？]	[]	[]
10029	4410201	3	[2]	[]	100	0	0	0	300000	[要猜谜语吗？我是火妖你是将，打一道菜~]	[]	[]
10030	4410301	3	[2]	[]	100	0	0	0	300000	[在我成魔之前，人们叫我剑（贱）人，唯有成魔方能解脱、、、]	[]	[]
10031	4410401	3	[2]	[]	100	0	0	0	300000	[我真是不喜欢这个名字~你们这些人类总是会想歪~]	[]	[]
10032	4410501	3	[2]	[]	100	0	0	0	300000	[你听说过那美克星吗？我来自哪里]	[]	[]
10033	4410601	3	[2]	[]	100	0	0	0	300000	[站在我的面前，迎接你的只有毁灭！]	[]	[]
10034	1050005	3	[2]	[]	100	1	0	0	1000	[我修炼千年，是什么让你有胆量挑战我的威严]	[]	[]
10035	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[24]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,1}]]}	[]
10036	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[34]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,2}]]}	[]
10037	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[44]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,3}]]}	[]
10038	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[54]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,4}]]}	[]
10039	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[64]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,5}]]}	[]
10040	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[74]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,6}]]}	[]
10041	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[84]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,7}]]}	[]
10042	2032001	3	[101]	[{npc_chess_spirit,is_start_section,[94]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,8}]]}	[]
10043	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[24]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000018,1}]]}	[]
10044	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[34]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000018,2}]]}	[]
10045	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[44]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000019,3}]]}	[]
10046	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[54]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000018,4}]]}	[]
10047	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[64]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000018,5}]]}	[]
10048	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[74]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000018,6}]]}	[]
10049	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[84]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000018,7}]]}	[]
10050	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[94]}]	100	1	0	2	0	[]	{normal_ai,give_self_buff,[[{750000018,8}]]}	[]
10051	4500601	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006001,5006002,5006003,5006004,5006005,5006006]]}	[]
10052	4500601	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006001,5006002,5006003,5006004,5006005,5006006]]}	[]
10053	4500601	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006001,5006002,5006003,5006004,5006005,5006006]]}	[]
10055	4500602	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006007,5006008,5006009,5006010,5006011,5006012]]}	[]
10056	4500602	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006007,5006008,5006009,5006010,5006011,5006012]]}	[]
10057	4500602	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006007,5006008,5006009,5006010,5006011,5006012]]}	[]
10059	4500621	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006013,5006014,5006015,5006016,5006017,5006018]]}	[]
10060	4500621	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006013,5006014,5006015,5006016,5006017,5006018]]}	[]
10061	4500621	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006013,5006014,5006015,5006016,5006017,5006018]]}	[]
10063	4500622	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006019,5006020,5006021,5006022,5006023,5006024]]}	[]
10064	4500622	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006019,5006020,5006021,5006022,5006023,5006024]]}	[]
10065	4500622	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006019,5006020,5006021,5006022,5006023,5006024]]}	[]
10067	4500623	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006025,5006026,5006027,5006028,5006029,5006030]]}	[]
10068	4500623	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006025,5006026,5006027,5006028,5006029,5006030]]}	[]
10069	4500623	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006025,5006026,5006027,5006028,5006029,5006030]]}	[]
10071	4500624	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006031,5006032,5006033,5006034,5006035,5006036]]}	[]
10072	4500624	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006031,5006032,5006033,5006034,5006035,5006036]]}	[]
10073	4500624	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006031,5006032,5006033,5006034,5006035,5006036]]}	[]
10075	4500625	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006037,5006038,5006039,5006040,5006041,5006042]]}	[]
10076	4500625	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006037,5006038,5006039,5006040,5006041,5006042]]}	[]
10077	4500625	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006037,5006038,5006039,5006040,5006041,5006042]]}	[]
10079	4500626	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006043,5006044,5006045,5006046,5006047,5006048]]}	[]
10080	4500626	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006043,5006044,5006045,5006046,5006047,5006048]]}	[]
10081	4500626	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006043,5006044,5006045,5006046,5006047,5006048]]}	[]
10083	4500627	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006049,5006050,5006051,5006052,5006053,5006054]]}	[]
10084	4500627	3	[2]	[{normal_ai,selfhppercent_less_than,[40]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006049,5006050,5006051,5006052,5006053,5006054]]}	[]
10085	4500627	3	[2]	[{normal_ai,selfhppercent_less_than,[20]}]	100	1	0	2	0	[]	{normal_ai,summon_creature_in_pos,[2,[5006049,5006050,5006051,5006052,5006053,5006054]]}	[]
